school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,teacher_id,attendance_category,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,observed_growth_delta,modeled_eoy_growth_delta,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,growth_band
2028-2029,3,SYN-SIS-000100,Synthetic Student 100,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-017,TCH-004,normal,Assignment 07,Assignment 08,28.6,33.98,true,true,5.3799999999999955,5.38,26.4948,35.3463,8.8515,positive_growth
2028-2029,3,SYN-SIS-000105,Synthetic Student 105,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-019,TCH-005,high,Assignment 07,Assignment 08,54.03,58.64,true,true,4.609999999999999,4.61,51.1264,54.8734,3.747,stable
2028-2029,3,SYN-SIS-000193,Synthetic Student 193,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,TCH-005,normal,Assignment 07,Assignment 08,79.76,79.6,true,true,-0.1600000000000108,-0.16,76.0611,81.0416,4.9805,stable
2028-2029,3,SYN-SIS-000204,Synthetic Student 204,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-017,TCH-004,high,Assignment 07,Assignment 08,0.0,52.46,false,true,,4.87,45.4619,48.8825,3.4206,first_evidence_eoy
2028-2029,3,SYN-SIS-000206,Synthetic Student 206,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,TCH-005,high,Assignment 07,Assignment 08,80.66,82.91,true,true,2.25,2.25,81.8607,86.4305,4.5698,stable
2028-2029,3,SYN-SIS-000215,Synthetic Student 215,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-020,TCH-005,high,Assignment 07,Assignment 08,69.24,70.19,true,true,0.9500000000000028,0.95,64.8956,68.9114,4.0158,stable
2028-2029,3,SYN-SIS-000222,Synthetic Student 222,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,TCH-005,normal,Assignment 07,Assignment 08,34.61,37.35,true,true,2.740000000000002,2.74,33.8867,39.4567,5.57,stable
2028-2029,3,SYN-SIS-000263,Synthetic Student 263,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,TCH-003,high,Assignment 07,Assignment 08,31.39,37.58,true,true,6.189999999999998,6.19,31.7849,36.8946,5.1097,positive_growth
2028-2029,3,SYN-SIS-000291,Synthetic Student 291,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,TCH-005,high,Assignment 07,Assignment 08,100.0,99.1,true,true,-0.9000000000000057,-0.9,100.0,100.0,0.0,stable
2028-2029,3,SYN-SIS-000295,Synthetic Student 295,11,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,TCH-004,high,Assignment 07,Assignment 08,67.49,77.0,true,true,9.510000000000005,9.51,69.3587,71.4202,2.0615,positive_growth
2028-2029,3,SYN-SIS-000296,Synthetic Student 296,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,TCH-005,normal,Assignment 07,Assignment 08,36.12,45.0,true,true,8.880000000000003,8.88,36.9219,45.6062,8.6843,positive_growth
2028-2029,3,SYN-SIS-000303,Synthetic Student 303,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,TCH-003,high,Assignment 07,Assignment 08,48.68,52.16,true,true,3.479999999999997,3.48,45.5888,53.2934,7.7046,stable
2028-2029,3,SYN-SIS-000305,Synthetic Student 305,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-017,TCH-004,normal,Assignment 07,Assignment 08,44.68,46.96,true,true,2.280000000000001,2.28,46.9243,50.366,3.4417,stable
2028-2029,3,SYN-SIS-000313,Synthetic Student 313,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,TCH-005,high,Assignment 07,Assignment 08,19.57,29.35,true,true,9.780000000000001,9.78,16.136,24.4796,8.3436,positive_growth
2028-2029,3,SYN-SIS-000350,Synthetic Student 350,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-010,TCH-003,normal,Assignment 07,Assignment 08,66.48,70.92,true,true,4.439999999999998,4.44,64.4938,70.9689,6.4751,stable
2028-2029,3,SYN-SIS-000376,Synthetic Student 376,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-009,TCH-002,high,Assignment 07,Assignment 08,56.29,55.21,true,true,-1.0799999999999983,-1.08,54.7371,58.6753,3.9382,stable
2028-2029,3,SYN-SIS-000378,Synthetic Student 378,10,MATH-GEOM,Geometry,regular,Y03-SEC-005,TCH-001,high,Assignment 07,Assignment 08,69.0,77.33,true,true,8.329999999999998,8.33,72.044,78.3935,6.3495,positive_growth
2028-2029,3,SYN-SIS-000387,Synthetic Student 387,10,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,TCH-004,at_risk,Assignment 07,Assignment 08,36.94,42.92,true,true,5.980000000000004,5.98,34.768,42.9295,8.1615,positive_growth
2028-2029,3,SYN-SIS-000388,Synthetic Student 388,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-008,TCH-002,high,Assignment 07,Assignment 08,34.66,44.05,true,true,9.39,9.39,35.8794,46.9747,11.0953,positive_growth
2028-2029,3,SYN-SIS-000397,Synthetic Student 397,10,MATH-GEOM,Geometry,regular,Y03-SEC-006,TCH-002,high,Assignment 07,Assignment 08,24.33,30.37,true,true,6.040000000000003,6.04,25.1874,31.8263,6.6389,positive_growth
2028-2029,3,SYN-SIS-000454,Synthetic Student 454,9,MATH-GEOM,Geometry,regular,Y03-SEC-003,TCH-002,high,Assignment 07,Assignment 08,39.13,44.51,true,true,5.3799999999999955,5.38,37.67,45.4425,7.7725,positive_growth
2028-2029,3,SYN-SIS-000468,Synthetic Student 468,9,MATH-GEOM,Geometry,regular,Y03-SEC-003,TCH-002,normal,Assignment 07,Assignment 08,36.28,48.78,true,true,12.5,12.5,34.28,45.9336,11.6536,positive_growth
2029-2030,4,SYN-SIS-000288,Synthetic Student 288,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,TCH-005,high,Assignment 09,Assignment 10,41.27,52.32,true,true,11.049999999999997,11.05,42.6419,50.3923,7.7504,positive_growth
2029-2030,4,SYN-SIS-000290,Synthetic Student 290,12,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,TCH-003,high,Assignment 09,Assignment 10,22.15,24.16,true,true,2.0100000000000016,2.01,22.6066,28.8271,6.2205,stable
2029-2030,4,SYN-SIS-000297,Synthetic Student 297,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,TCH-005,high,Assignment 09,Assignment 10,53.99,61.59,true,true,7.600000000000001,7.6,58.1757,60.0348,1.8591,positive_growth
2029-2030,4,SYN-SIS-000311,Synthetic Student 311,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-023,TCH-005,high,Assignment 09,Assignment 10,57.66,66.49,true,true,8.829999999999998,8.83,60.4724,65.4324,4.96,positive_growth
2029-2030,4,SYN-SIS-000319,Synthetic Student 319,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,TCH-005,normal,Assignment 09,Assignment 10,46.52,44.2,true,true,-2.3200000000000003,-2.32,43.1908,47.8254,4.6346,stable
2029-2030,4,SYN-SIS-000329,Synthetic Student 329,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-021,TCH-005,high,Assignment 09,Assignment 10,52.51,55.15,true,true,2.6400000000000006,2.64,53.1769,59.4826,6.3057,stable
2029-2030,4,SYN-SIS-000332,Synthetic Student 332,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,TCH-005,normal,Assignment 09,Assignment 10,45.58,59.52,true,true,13.940000000000005,13.94,49.641,55.4263,5.7853,positive_growth
2029-2030,4,SYN-SIS-000347,Synthetic Student 347,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-018,TCH-004,normal,Assignment 09,Assignment 10,28.16,30.24,true,true,2.0799999999999983,2.08,29.1764,39.438,10.2616,stable
2029-2030,4,SYN-SIS-000357,Synthetic Student 357,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-023,TCH-005,high,Assignment 09,Assignment 10,23.22,35.07,true,true,11.850000000000001,11.85,22.5661,32.6151,10.049,positive_growth
2029-2030,4,SYN-SIS-000363,Synthetic Student 363,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,TCH-003,high,Assignment 09,Assignment 10,17.13,24.8,true,true,7.670000000000002,7.67,15.5246,23.1157,7.5911,positive_growth
2029-2030,4,SYN-SIS-000367,Synthetic Student 367,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-017,TCH-003,normal,Assignment 09,Assignment 10,24.15,36.66,true,true,12.509999999999998,12.51,26.9259,35.332,8.4061,positive_growth
2029-2030,4,SYN-SIS-000368,Synthetic Student 368,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-022,TCH-005,high,Assignment 09,Assignment 10,39.76,51.04,true,true,11.280000000000001,11.28,43.4627,50.7276,7.2649,positive_growth
2029-2030,4,SYN-SIS-000373,Synthetic Student 373,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,TCH-005,high,Assignment 09,Assignment 10,62.73,62.36,true,true,-0.36999999999999744,-0.37,59.5775,62.4683,2.8908,stable
2029-2030,4,SYN-SIS-000374,Synthetic Student 374,11,MATH-ALG2,Algebra 2,regular,Y04-SEC-010,TCH-002,normal,Assignment 09,Assignment 10,27.47,30.04,true,true,2.5700000000000003,2.57,26.5689,32.1936,5.6247,stable
2029-2030,4,SYN-SIS-000375,Synthetic Student 375,11,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,TCH-004,at_risk,Assignment 09,Assignment 10,83.01,0.0,true,false,,,86.1166,87.9496,1.833,absent_eoy
2029-2030,4,SYN-SIS-000389,Synthetic Student 389,11,MATH-PRECALC,Precalculus,regular,Y04-SEC-019,TCH-003,high,Assignment 09,Assignment 10,45.12,48.29,true,true,3.1700000000000017,3.17,42.5686,49.7365,7.1679,stable
2029-2030,4,SYN-SIS-000394,Synthetic Student 394,11,MATH-AP-CALC-BC,AP Calculus BC,ap,Y04-SEC-024,TCH-005,high,Assignment 09,Assignment 10,28.69,39.12,true,true,10.429999999999996,10.43,29.7202,36.7745,7.0543,positive_growth
2029-2030,4,SYN-SIS-000401,Synthetic Student 401,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y04-SEC-020,TCH-005,high,Assignment 09,Assignment 10,47.83,55.7,true,true,7.8700000000000045,7.87,46.023,56.4179,10.3949,positive_growth
2029-2030,4,SYN-SIS-000405,Synthetic Student 405,11,MATH-ALG2,Algebra 2,regular,Y04-SEC-010,TCH-002,high,Assignment 09,Assignment 10,20.65,29.34,true,true,8.690000000000001,8.69,20.1138,31.4482,11.3344,positive_growth
2029-2030,4,SYN-SIS-000406,Synthetic Student 406,11,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,TCH-004,high,Assignment 09,Assignment 10,88.03,88.49,true,true,0.45999999999999375,0.46,83.2135,87.726,4.5125,stable
2029-2030,4,SYN-SIS-000407,Synthetic Student 407,11,MATH-ALG2,Algebra 2,regular,Y04-SEC-008,TCH-002,high,Assignment 09,Assignment 10,49.32,52.9,true,true,3.5799999999999983,3.58,47.4001,49.7412,2.3411,stable
2029-2030,4,SYN-SIS-000410,Synthetic Student 410,10,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-014,TCH-004,high,Assignment 09,Assignment 10,84.1,86.32,true,true,2.219999999999999,2.22,88.3521,89.8046,1.4525,stable
2029-2030,4,SYN-SIS-000411,Synthetic Student 411,10,MATH-GEOM,Geometry,regular,Y04-SEC-006,TCH-002,at_risk,Assignment 09,Assignment 10,54.77,0.0,true,false,,,59.1699,65.4107,6.2408,absent_eoy
2029-2030,4,SYN-SIS-000426,Synthetic Student 426,10,MATH-GEOM,Geometry,regular,Y04-SEC-003,TCH-002,high,Assignment 09,Assignment 10,21.96,33.33,true,true,11.369999999999997,11.37,25.2189,33.894,8.6751,positive_growth
2029-2030,4,SYN-SIS-000444,Synthetic Student 444,10,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,TCH-003,normal,Assignment 09,Assignment 10,72.51,70.99,true,true,-1.5200000000000102,-1.52,68.8749,72.4173,3.5424,stable
2029-2030,4,SYN-SIS-000446,Synthetic Student 446,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-010,TCH-002,high,Assignment 09,Assignment 10,28.3,34.49,true,true,6.190000000000001,6.19,32.5247,36.6684,4.1437,positive_growth
2029-2030,4,SYN-SIS-000448,Synthetic Student 448,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-010,TCH-002,normal,Assignment 09,Assignment 10,49.49,54.74,true,true,5.25,5.25,49.7497,54.6956,4.9459,positive_growth
2029-2030,4,SYN-SIS-000450,Synthetic Student 450,10,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,TCH-004,normal,Assignment 09,Assignment 10,45.63,55.94,true,true,10.309999999999995,10.31,49.4956,55.5675,6.0719,positive_growth
2029-2030,4,SYN-SIS-000461,Synthetic Student 461,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-009,TCH-002,normal,Assignment 09,Assignment 10,52.21,55.31,true,true,3.1000000000000014,3.1,52.3851,54.986,2.6009,stable
2029-2030,4,SYN-SIS-000465,Synthetic Student 465,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-009,TCH-002,high,Assignment 09,Assignment 10,30.59,29.07,true,true,-1.5199999999999996,-1.52,24.6094,33.8625,9.2531,stable
2029-2030,4,SYN-SIS-000477,Synthetic Student 477,10,MATH-ALG2,Algebra 2,regular,Y04-SEC-009,TCH-002,at_risk,Assignment 09,Assignment 10,52.79,54.32,true,true,1.5300000000000011,1.53,50.0658,54.0761,4.0103,stable
2029-2030,4,SYN-SIS-000483,Synthetic Student 483,10,MATH-GEOM,Geometry,regular,Y04-SEC-003,TCH-002,at_risk,Assignment 09,Assignment 10,41.48,42.75,true,true,1.2700000000000031,1.27,36.7778,44.4142,7.6364,stable
2029-2030,4,SYN-SIS-000493,Synthetic Student 493,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,TCH-003,high,Assignment 09,Assignment 10,52.76,53.27,true,true,0.5100000000000051,0.51,50.63,54.1608,3.5308,stable
2029-2030,4,SYN-SIS-000506,Synthetic Student 506,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,TCH-001,high,Assignment 09,Assignment 10,52.9,57.86,true,true,4.960000000000001,4.96,52.19,59.5675,7.3775,stable
2029-2030,4,SYN-SIS-000525,Synthetic Student 525,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,TCH-001,high,Assignment 09,Assignment 10,38.41,49.17,true,true,10.760000000000005,10.76,42.37,50.5629,8.1929,positive_growth
2029-2030,4,SYN-SIS-000526,Synthetic Student 526,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,TCH-001,normal,Assignment 09,Assignment 10,85.1,87.58,true,true,2.480000000000004,2.48,83.62,82.3054,-1.3146,stable
2029-2030,4,SYN-SIS-000529,Synthetic Student 529,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,TCH-001,at_risk,Assignment 09,Assignment 10,60.6,65.99,true,true,5.3899999999999935,5.39,64.13,65.8579,1.7279,positive_growth
2029-2030,4,SYN-SIS-000530,Synthetic Student 530,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,TCH-002,at_risk,Assignment 09,Assignment 10,43.34,50.92,true,true,7.579999999999998,7.58,42.89,51.5315,8.6415,positive_growth
2029-2030,4,SYN-SIS-000537,Synthetic Student 537,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,TCH-001,high,Assignment 09,Assignment 10,9.85,26.09,true,true,16.240000000000002,16.24,8.35,22.1378,13.7878,large_positive_growth
2029-2030,4,SYN-SIS-000549,Synthetic Student 549,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,TCH-001,high,Assignment 09,Assignment 10,27.13,36.58,true,true,9.45,9.45,32.63,40.9356,8.3056,positive_growth
2029-2030,4,SYN-SIS-000558,Synthetic Student 558,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,TCH-001,high,Assignment 09,Assignment 10,81.54,81.51,true,true,-0.030000000000001137,-0.03,81.99,84.344,2.354,stable
2029-2030,4,SYN-SIS-000572,Synthetic Student 572,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,TCH-002,high,Assignment 09,Assignment 10,63.96,71.83,true,true,7.869999999999997,7.87,62.75,72.3931,9.6431,positive_growth
2030-2031,5,SYN-SIS-000358,Synthetic Student 358,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,TCH-005,high,Assignment 11,Assignment 12,49.97,52.22,true,true,2.25,2.25,48.1342,53.493,5.3588,stable
2030-2031,5,SYN-SIS-000393,Synthetic Student 393,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,TCH-005,high,Assignment 11,Assignment 12,21.56,30.88,true,true,9.32,9.32,22.3805,28.269,5.8885,positive_growth
2030-2031,5,SYN-SIS-000405,Synthetic Student 405,12,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,TCH-004,high,Assignment 11,Assignment 12,29.86,32.95,true,true,3.0900000000000034,3.09,28.307,33.4889,5.1819,stable
2030-2031,5,SYN-SIS-000418,Synthetic Student 418,11,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,TCH-004,high,Assignment 11,Assignment 12,64.79,68.92,true,true,4.1299999999999955,4.13,60.7905,66.6847,5.8942,stable
2030-2031,5,SYN-SIS-000434,Synthetic Student 434,11,MATH-ALG2,Algebra 2,regular,Y05-SEC-008,TCH-002,high,Assignment 11,Assignment 12,40.39,37.76,true,true,-2.6300000000000026,-2.63,39.077,38.0966,-0.9804,stable
2030-2031,5,SYN-SIS-000448,Synthetic Student 448,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-016,TCH-003,normal,Assignment 11,Assignment 12,54.43,55.96,true,true,1.5300000000000011,1.53,52.7866,53.961,1.1744,stable
2030-2031,5,SYN-SIS-000451,Synthetic Student 451,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-018,TCH-003,high,Assignment 11,Assignment 12,55.59,51.95,true,true,-3.6400000000000006,-3.64,54.2989,54.6865,0.3876,stable
2030-2031,5,SYN-SIS-000453,Synthetic Student 453,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-019,TCH-005,high,Assignment 11,Assignment 12,32.35,44.59,true,true,12.240000000000002,12.24,33.5531,44.7521,11.199,positive_growth
2030-2031,5,SYN-SIS-000454,Synthetic Student 454,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-017,TCH-004,high,Assignment 11,Assignment 12,50.85,49.52,true,true,-1.3299999999999983,-1.33,48.0775,49.9782,1.9007,stable
2030-2031,5,SYN-SIS-000473,Synthetic Student 473,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-018,TCH-003,normal,Assignment 11,Assignment 12,58.13,0.0,true,false,,,54.1655,56.0405,1.875,absent_eoy
2030-2031,5,SYN-SIS-000474,Synthetic Student 474,11,MATH-ALG2,Algebra 2,regular,Y05-SEC-008,TCH-002,high,Assignment 11,Assignment 12,41.64,46.54,true,true,4.899999999999999,4.9,39.0019,44.7647,5.7628,stable
2030-2031,5,SYN-SIS-000476,Synthetic Student 476,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y05-SEC-021,TCH-005,normal,Assignment 11,Assignment 12,42.02,48.96,true,true,6.939999999999998,6.94,42.0163,44.4449,2.4286,positive_growth
2030-2031,5,SYN-SIS-000481,Synthetic Student 481,11,MATH-PRECALC,Precalculus,regular,Y05-SEC-016,TCH-003,normal,Assignment 11,Assignment 12,40.31,0.0,true,false,,,40.3002,45.4546,5.1544,absent_eoy
2030-2031,5,SYN-SIS-000489,Synthetic Student 489,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-009,TCH-002,normal,Assignment 11,Assignment 12,39.54,0.0,true,false,,,35.8344,43.3471,7.5127,absent_eoy
2030-2031,5,SYN-SIS-000503,Synthetic Student 503,10,MATH-ALG2-H,Honors Algebra 2,honors,Y05-SEC-012,TCH-003,normal,Assignment 11,Assignment 12,68.48,76.42,true,true,7.939999999999998,7.94,69.2041,74.7261,5.522,positive_growth
2030-2031,5,SYN-SIS-000511,Synthetic Student 511,10,MATH-GEOM,Geometry,regular,Y05-SEC-002,TCH-002,normal,Assignment 11,Assignment 12,30.67,32.08,true,true,1.4099999999999966,1.41,27.192,31.7694,4.5774,stable
2030-2031,5,SYN-SIS-000521,Synthetic Student 521,10,MATH-GEOM,Geometry,regular,Y05-SEC-005,TCH-001,normal,Assignment 11,Assignment 12,58.98,62.73,true,true,3.75,3.75,58.3845,62.5234,4.1389,stable
2030-2031,5,SYN-SIS-000523,Synthetic Student 523,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-007,TCH-002,high,Assignment 11,Assignment 12,18.38,31.37,true,true,12.990000000000002,12.99,21.6609,32.3706,10.7097,positive_growth
2030-2031,5,SYN-SIS-000527,Synthetic Student 527,10,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,TCH-004,normal,Assignment 11,Assignment 12,80.96,82.56,true,true,1.6000000000000085,1.6,85.4866,84.3292,-1.1574,stable
2030-2031,5,SYN-SIS-000547,Synthetic Student 547,10,MATH-ALG2,Algebra 2,regular,Y05-SEC-009,TCH-002,normal,Assignment 11,Assignment 12,52.62,56.14,true,true,3.520000000000003,3.52,50.3435,57.377,7.0335,stable
2030-2031,5,SYN-SIS-000558,Synthetic Student 558,10,MATH-GEOM,Geometry,regular,Y05-SEC-002,TCH-002,high,Assignment 11,Assignment 12,84.82,88.75,true,true,3.930000000000007,3.93,83.7331,86.9266,3.1935,stable
2030-2031,5,SYN-SIS-000560,Synthetic Student 560,10,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-014,TCH-004,normal,Assignment 11,Assignment 12,54.96,64.34,true,true,9.380000000000003,9.38,57.7767,62.7918,5.0151,positive_growth
2030-2031,5,SYN-SIS-000561,Synthetic Student 561,10,MATH-GEOM,Geometry,regular,Y05-SEC-004,TCH-002,high,Assignment 11,Assignment 12,52.85,64.79,true,true,11.940000000000005,11.94,54.4592,62.6914,8.2322,positive_growth
2030-2031,5,SYN-SIS-000578,Synthetic Student 578,9,MATH-GEOM,Geometry,regular,Y05-SEC-002,TCH-002,normal,Assignment 11,Assignment 12,43.27,43.09,true,true,-0.17999999999999972,-0.18,41.02,45.8282,4.8082,stable
2030-2031,5,SYN-SIS-000582,Synthetic Student 582,9,MATH-GEOM,Geometry,regular,Y05-SEC-005,TCH-001,normal,Assignment 11,Assignment 12,0.0,44.49,false,true,,,46.44,47.1399,0.6999,first_evidence_eoy
2030-2031,5,SYN-SIS-000615,Synthetic Student 615,9,MATH-ALG1,Algebra 1,regular,Y05-SEC-001,TCH-001,high,Assignment 11,Assignment 12,87.4,88.92,true,true,1.519999999999996,1.52,87.13,90.9927,3.8627,stable
2030-2031,5,SYN-SIS-000617,Synthetic Student 617,9,MATH-GEOM,Geometry,regular,Y05-SEC-005,TCH-001,normal,Assignment 11,Assignment 12,45.67,45.31,true,true,-0.35999999999999943,-0.36,42.44,47.248,4.808,stable
2030-2031,5,SYN-SIS-000618,Synthetic Student 618,9,MATH-AP-PRECALC,AP Precalculus,ap,Y05-SEC-013,TCH-004,normal,Assignment 11,Assignment 12,40.43,37.22,true,true,-3.210000000000001,-3.21,37.93,40.9413,3.0113,stable
2030-2031,5,SYN-SIS-000622,Synthetic Student 622,9,MATH-GEOM,Geometry,regular,Y05-SEC-004,TCH-002,high,Assignment 11,Assignment 12,56.06,57.83,true,true,1.769999999999996,1.77,55.01,59.5313,4.5213,stable
2030-2031,5,SYN-SIS-000630,Synthetic Student 630,9,MATH-GEOM,Geometry,regular,Y05-SEC-004,TCH-002,high,Assignment 11,Assignment 12,35.01,48.4,true,true,13.39,13.39,37.45,44.9264,7.4764,positive_growth
2031-2032,6,SYN-SIS-000412,Synthetic Student 412,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-022,TCH-005,high,Assignment 13,Assignment 14,49.96,55.19,true,true,5.229999999999997,5.23,47.585,50.299,2.714,positive_growth
2031-2032,6,SYN-SIS-000415,Synthetic Student 415,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,TCH-005,normal,Assignment 13,Assignment 14,39.99,0.0,true,false,,,41.4226,48.1277,6.7051,absent_eoy
2031-2032,6,SYN-SIS-000418,Synthetic Student 418,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,TCH-005,high,Assignment 13,Assignment 14,68.18,64.74,true,true,-3.440000000000012,-3.44,66.6847,66.194,-0.4907,stable
2031-2032,6,SYN-SIS-000423,Synthetic Student 423,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y06-SEC-023,TCH-005,normal,Assignment 13,Assignment 14,89.72,94.01,true,true,4.290000000000006,4.29,88.0761,93.7784,5.7023,stable
2031-2032,6,SYN-SIS-000431,Synthetic Student 431,12,MATH-BEYOND-CORE,Beyond Core Math Sequence,beyond_core,Y06-SEC-024,TCH-004,high,Assignment 13,Assignment 14,52.94,49.55,true,true,-3.3900000000000006,-3.39,51.6323,53.8135,2.1812,stable
2031-2032,6,SYN-SIS-000446,Synthetic Student 446,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-021,TCH-005,high,Assignment 13,Assignment 14,36.61,44.45,true,true,7.840000000000003,7.84,37.9964,41.3274,3.331,positive_growth
2031-2032,6,SYN-SIS-000448,Synthetic Student 448,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,TCH-005,normal,Assignment 13,Assignment 14,53.01,58.52,true,true,5.510000000000005,5.51,52.8382,59.4064,6.5682,positive_growth
2031-2032,6,SYN-SIS-000449,Synthetic Student 449,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-019,TCH-005,normal,Assignment 13,Assignment 14,52.5,57.62,true,true,5.119999999999997,5.12,48.9922,59.4143,10.4221,positive_growth
2031-2032,6,SYN-SIS-000469,Synthetic Student 469,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y06-SEC-018,TCH-005,normal,Assignment 13,Assignment 14,65.35,59.1,true,true,-6.249999999999993,-6.25,62.3418,58.1675,-4.1743,negative_growth
2031-2032,6,SYN-SIS-000492,Synthetic Student 492,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,TCH-002,normal,Assignment 13,Assignment 14,49.95,50.46,true,true,0.509999999999998,0.51,50.5267,53.6335,3.1068,stable
2031-2032,6,SYN-SIS-000497,Synthetic Student 497,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-016,TCH-004,normal,Assignment 13,Assignment 14,28.72,35.01,true,true,6.289999999999999,6.29,30.96,35.4346,4.4746,positive_growth
2031-2032,6,SYN-SIS-000500,Synthetic Student 500,11,MATH-ALG2,Algebra 2,regular,Y06-SEC-006,TCH-002,normal,Assignment 13,Assignment 14,52.27,62.81,true,true,10.54,10.54,48.9748,57.7062,8.7314,positive_growth
2031-2032,6,SYN-SIS-000506,Synthetic Student 506,11,MATH-AP-PRECALC,AP Precalculus,ap,Y06-SEC-013,TCH-004,high,Assignment 13,Assignment 14,56.06,61.82,true,true,5.759999999999998,5.76,57.3682,62.8804,5.5122,positive_growth
2031-2032,6,SYN-SIS-000516,Synthetic Student 516,11,MATH-PRECALC,Precalculus,regular,Y06-SEC-017,TCH-003,normal,Assignment 13,Assignment 14,49.3,50.33,true,true,1.0300000000000011,1.03,47.1344,53.3288,6.1944,stable
