school_year,sis_user_id,canonical_student_label,canvas_student_label,canonical_course_id,canvas_course_id,canonical_section_id,canvas_section_id,canonical_teacher_id,canvas_teacher_id,canonical_enrollment_status,canvas_enrollment_status,canvas_email,reconciliation_status
2029-2030,SYN-SIS-000378,Synthetic Student 378,Synthetic Student 378,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,slewis31@schoolname.example,matched
2029-2030,SYN-SIS-000433,Synthetic Student 433,Synthetic Student 433,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,mjohnson32@schoolname.example,matched
2029-2030,SYN-SIS-000469,Synthetic Student 469,Synthetic Student 469,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,ihayes32@schoolname.example,matched
2029-2030,SYN-SIS-000472,Synthetic Student 472,Synthetic Student 472,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,lkim32@schoolname.example,matched
2029-2030,SYN-SIS-000504,Synthetic Student 504,Synthetic Student 504,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,devans33@schoolname.example,matched
2029-2030,SYN-SIS-000507,Synthetic Student 507,Synthetic Student 507,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,ghayes33@schoolname.example,matched
2029-2030,SYN-SIS-000517,Synthetic Student 517,Synthetic Student 517,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,rmiller33@schoolname.example,matched
2029-2030,SYN-SIS-000527,Synthetic Student 527,Synthetic Student 527,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,gibrahim33@schoolname.example,matched
2029-2030,SYN-SIS-000551,Synthetic Student 551,Synthetic Student 551,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,knelson33@schoolname.example,matched
2029-2030,SYN-SIS-000568,Synthetic Student 568,Synthetic Student 568,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,hlewis33@schoolname.example,matched
2029-2030,SYN-SIS-000574,Synthetic Student 574,Synthetic Student 574,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-011,Y04-SEC-011,TCH-003,TCH-003,active,active,nmiller33@schoolname.example,matched
2029-2030,SYN-SIS-000413,Synthetic Student 413,Synthetic Student 413,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,mibrahim32@schoolname.example,matched
2029-2030,SYN-SIS-000423,Synthetic Student 423,Synthetic Student 423,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,cnguyen32@schoolname.example,matched
2029-2030,SYN-SIS-000430,Synthetic Student 430,Synthetic Student 430,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,jgarcia32@schoolname.example,matched
2029-2030,SYN-SIS-000444,Synthetic Student 444,Synthetic Student 444,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,dbrooks32@schoolname.example,matched
2029-2030,SYN-SIS-000466,Synthetic Student 466,Synthetic Student 466,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,fevans32@schoolname.example,matched
2029-2030,SYN-SIS-000505,Synthetic Student 505,Synthetic Student 505,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,eflores33@schoolname.example,matched
2029-2030,SYN-SIS-000559,Synthetic Student 559,Synthetic Student 559,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,tbrooks33@schoolname.example,matched
2029-2030,SYN-SIS-000560,Synthetic Student 560,Synthetic Student 560,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,vchen33@schoolname.example,matched
2029-2030,SYN-SIS-000562,Synthetic Student 562,Synthetic Student 562,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,bflores33@schoolname.example,matched
2029-2030,SYN-SIS-000569,Synthetic Student 569,Synthetic Student 569,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,imartinez33@schoolname.example,matched
2029-2030,SYN-SIS-000571,Synthetic Student 571,Synthetic Student 571,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-012,Y04-SEC-012,TCH-003,TCH-003,active,active,kortiz33@schoolname.example,matched
2029-2030,SYN-SIS-000359,Synthetic Student 359,Synthetic Student 359,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,tlewis31@schoolname.example,matched
2029-2030,SYN-SIS-000418,Synthetic Student 418,Synthetic Student 418,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,snelson32@schoolname.example,matched
2029-2030,SYN-SIS-000422,Synthetic Student 422,Synthetic Student 422,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,brivera32@schoolname.example,matched
2029-2030,SYN-SIS-000440,Synthetic Student 440,Synthetic Student 440,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,vstone32@schoolname.example,matched
2029-2030,SYN-SIS-000470,Synthetic Student 470,Synthetic Student 470,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,jibrahim32@schoolname.example,matched
2029-2030,SYN-SIS-000482,Synthetic Student 482,Synthetic Student 482,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,bbrooks32@schoolname.example,matched
2029-2030,SYN-SIS-000493,Synthetic Student 493,Synthetic Student 493,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,mmartinez33@schoolname.example,matched
2029-2030,SYN-SIS-000494,Synthetic Student 494,Synthetic Student 494,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,nnelson33@schoolname.example,matched
2029-2030,SYN-SIS-000502,Synthetic Student 502,Synthetic Student 502,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,bchen33@schoolname.example,matched
2029-2030,SYN-SIS-000535,Synthetic Student 535,Synthetic Student 535,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,pstone33@schoolname.example,matched
2029-2030,SYN-SIS-000544,Synthetic Student 544,Synthetic Student 544,MATH-ALG2-H,MATH-ALG2-H,Y04-SEC-013,Y04-SEC-013,TCH-003,TCH-003,active,active,dgarcia33@schoolname.example,matched
2029-2030,SYN-SIS-000407,Synthetic Student 407,Synthetic Student 407,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,gchen31@schoolname.example,matched
2029-2030,SYN-SIS-000419,Synthetic Student 419,Synthetic Student 419,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,tortiz32@schoolname.example,matched
2029-2030,SYN-SIS-000420,Synthetic Student 420,Synthetic Student 420,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,vprice32@schoolname.example,matched
2029-2030,SYN-SIS-000421,Synthetic Student 421,Synthetic Student 421,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,amiller32@schoolname.example,matched
2029-2030,SYN-SIS-000441,Synthetic Student 441,Synthetic Student 441,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,arivera32@schoolname.example,matched
2029-2030,SYN-SIS-000445,Synthetic Student 445,Synthetic Student 445,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,echen32@schoolname.example,matched
2029-2030,SYN-SIS-000468,Synthetic Student 468,Synthetic Student 468,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,hgarcia32@schoolname.example,matched
2029-2030,SYN-SIS-000471,Synthetic Student 471,Synthetic Student 471,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,kjohnson32@schoolname.example,matched
2029-2030,SYN-SIS-000473,Synthetic Student 473,Synthetic Student 473,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,mlewis32@schoolname.example,matched
2029-2030,SYN-SIS-000478,Synthetic Student 478,Synthetic Student 478,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,sstone32@schoolname.example,matched
2029-2030,SYN-SIS-000480,Synthetic Student 480,Synthetic Student 480,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,vrivera32@schoolname.example,matched
2029-2030,SYN-SIS-000484,Synthetic Student 484,Synthetic Student 484,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,ddavis32@schoolname.example,matched
2029-2030,SYN-SIS-000485,Synthetic Student 485,Synthetic Student 485,MATH-ALG2,MATH-ALG2,Y04-SEC-008,Y04-SEC-008,TCH-002,TCH-002,active,active,eevans32@schoolname.example,matched
2029-2030,SYN-SIS-000353,Synthetic Student 353,Synthetic Student 353,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,mflores31@schoolname.example,matched
2029-2030,SYN-SIS-000361,Synthetic Student 361,Synthetic Student 361,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,aortiz31@schoolname.example,matched
2029-2030,SYN-SIS-000364,Synthetic Student 364,Synthetic Student 364,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,dmiller31@schoolname.example,matched
2029-2030,SYN-SIS-000383,Synthetic Student 383,Synthetic Student 383,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,cmiller31@schoolname.example,matched
2029-2030,SYN-SIS-000397,Synthetic Student 397,Synthetic Student 397,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,rlewis31@schoolname.example,matched
2029-2030,SYN-SIS-000429,Synthetic Student 429,Synthetic Student 429,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,iflores32@schoolname.example,matched
2029-2030,SYN-SIS-000443,Synthetic Student 443,Synthetic Student 443,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,cpatel32@schoolname.example,matched
2029-2030,SYN-SIS-000449,Synthetic Student 449,Synthetic Student 449,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,igarcia32@schoolname.example,matched
2029-2030,SYN-SIS-000452,Synthetic Student 452,Synthetic Student 452,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,ljohnson32@schoolname.example,matched
2029-2030,SYN-SIS-000458,Synthetic Student 458,Synthetic Student 458,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,sprice32@schoolname.example,matched
2029-2030,SYN-SIS-000461,Synthetic Student 461,Synthetic Student 461,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,anguyen32@schoolname.example,matched
2029-2030,SYN-SIS-000465,Synthetic Student 465,Synthetic Student 465,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,edavis32@schoolname.example,matched
2029-2030,SYN-SIS-000477,Synthetic Student 477,Synthetic Student 477,MATH-ALG2,MATH-ALG2,Y04-SEC-009,Y04-SEC-009,TCH-002,TCH-002,active,active,rprice32@schoolname.example,matched
2029-2030,SYN-SIS-000354,Synthetic Student 354,Synthetic Student 354,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,ngarcia31@schoolname.example,matched
2029-2030,SYN-SIS-000374,Synthetic Student 374,Synthetic Student 374,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,nhayes31@schoolname.example,matched
2029-2030,SYN-SIS-000398,Synthetic Student 398,Synthetic Student 398,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,smartinez31@schoolname.example,matched
2029-2030,SYN-SIS-000405,Synthetic Student 405,Synthetic Student 405,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,epatel31@schoolname.example,matched
2029-2030,SYN-SIS-000415,Synthetic Student 415,Synthetic Student 415,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,pkim32@schoolname.example,matched
2029-2030,SYN-SIS-000417,Synthetic Student 417,Synthetic Student 417,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,rmartinez32@schoolname.example,matched
2029-2030,SYN-SIS-000442,Synthetic Student 442,Synthetic Student 442,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,bnguyen32@schoolname.example,matched
2029-2030,SYN-SIS-000446,Synthetic Student 446,Synthetic Student 446,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,fdavis32@schoolname.example,matched
2029-2030,SYN-SIS-000448,Synthetic Student 448,Synthetic Student 448,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,hflores32@schoolname.example,matched
2029-2030,SYN-SIS-000451,Synthetic Student 451,Synthetic Student 451,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,kibrahim32@schoolname.example,matched
2029-2030,SYN-SIS-000454,Synthetic Student 454,Synthetic Student 454,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,nlewis32@schoolname.example,matched
2029-2030,SYN-SIS-000464,Synthetic Student 464,Synthetic Student 464,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,dchen32@schoolname.example,matched
2029-2030,SYN-SIS-000481,Synthetic Student 481,Synthetic Student 481,MATH-ALG2,MATH-ALG2,Y04-SEC-010,Y04-SEC-010,TCH-002,TCH-002,active,active,apatel32@schoolname.example,matched
2029-2030,SYN-SIS-000289,Synthetic Student 289,Synthetic Student 289,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,irivera30@schoolname.example,matched
2029-2030,SYN-SIS-000297,Synthetic Student 297,Synthetic Student 297,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,rgarcia30@schoolname.example,matched
2029-2030,SYN-SIS-000304,Synthetic Student 304,Synthetic Student 304,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,dortiz30@schoolname.example,matched
2029-2030,SYN-SIS-000346,Synthetic Student 346,Synthetic Student 346,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,frivera30@schoolname.example,matched
2029-2030,SYN-SIS-000351,Synthetic Student 351,Synthetic Student 351,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,kdavis31@schoolname.example,matched
2029-2030,SYN-SIS-000369,Synthetic Student 369,Synthetic Student 369,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,ichen31@schoolname.example,matched
2029-2030,SYN-SIS-000373,Synthetic Student 373,Synthetic Student 373,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,mgarcia31@schoolname.example,matched
2029-2030,SYN-SIS-000401,Synthetic Student 401,Synthetic Student 401,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,astone31@schoolname.example,matched
2029-2030,SYN-SIS-000431,Synthetic Student 431,Synthetic Student 431,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,khayes32@schoolname.example,matched
2029-2030,SYN-SIS-000435,Synthetic Student 435,Synthetic Student 435,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,plewis32@schoolname.example,matched
2029-2030,SYN-SIS-000447,Synthetic Student 447,Synthetic Student 447,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-020,Y04-SEC-020,TCH-005,TCH-005,active,active,gevans32@schoolname.example,matched
2029-2030,SYN-SIS-000295,Synthetic Student 295,Synthetic Student 295,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,pevans30@schoolname.example,matched
2029-2030,SYN-SIS-000302,Synthetic Student 302,Synthetic Student 302,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,bmartinez30@schoolname.example,matched
2029-2030,SYN-SIS-000318,Synthetic Student 318,Synthetic Student 318,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,sibrahim30@schoolname.example,matched
2029-2030,SYN-SIS-000320,Synthetic Student 320,Synthetic Student 320,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,vkim30@schoolname.example,matched
2029-2030,SYN-SIS-000329,Synthetic Student 329,Synthetic Student 329,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,ipatel30@schoolname.example,matched
2029-2030,SYN-SIS-000331,Synthetic Student 331,Synthetic Student 331,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,kchen30@schoolname.example,matched
2029-2030,SYN-SIS-000335,Synthetic Student 335,Synthetic Student 335,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,pgarcia30@schoolname.example,matched
2029-2030,SYN-SIS-000339,Synthetic Student 339,Synthetic Student 339,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,tkim30@schoolname.example,matched
2029-2030,SYN-SIS-000341,Synthetic Student 341,Synthetic Student 341,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,anelson30@schoolname.example,matched
2029-2030,SYN-SIS-000344,Synthetic Student 344,Synthetic Student 344,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,dstone30@schoolname.example,matched
2029-2030,SYN-SIS-000371,Synthetic Student 371,Synthetic Student 371,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-021,Y04-SEC-021,TCH-005,TCH-005,active,active,kevans31@schoolname.example,matched
2029-2030,SYN-SIS-000288,Synthetic Student 288,Synthetic Student 288,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,hmiller30@schoolname.example,matched
2029-2030,SYN-SIS-000308,Synthetic Student 308,Synthetic Student 308,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,hrivera30@schoolname.example,matched
2029-2030,SYN-SIS-000310,Synthetic Student 310,Synthetic Student 310,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,jpatel30@schoolname.example,matched
2029-2030,SYN-SIS-000316,Synthetic Student 316,Synthetic Student 316,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,qgarcia30@schoolname.example,matched
2029-2030,SYN-SIS-000319,Synthetic Student 319,Synthetic Student 319,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,tjohnson30@schoolname.example,matched
2029-2030,SYN-SIS-000322,Synthetic Student 322,Synthetic Student 322,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,bnelson30@schoolname.example,matched
2029-2030,SYN-SIS-000325,Synthetic Student 325,Synthetic Student 325,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,estone30@schoolname.example,matched
2029-2030,SYN-SIS-000330,Synthetic Student 330,Synthetic Student 330,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,jbrooks30@schoolname.example,matched
2029-2030,SYN-SIS-000332,Synthetic Student 332,Synthetic Student 332,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,ldavis30@schoolname.example,matched
2029-2030,SYN-SIS-000368,Synthetic Student 368,Synthetic Student 368,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,hbrooks31@schoolname.example,matched
2029-2030,SYN-SIS-000370,Synthetic Student 370,Synthetic Student 370,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-022,Y04-SEC-022,TCH-005,TCH-005,active,active,jdavis31@schoolname.example,matched
2029-2030,SYN-SIS-000292,Synthetic Student 292,Synthetic Student 292,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,lbrooks30@schoolname.example,matched
2029-2030,SYN-SIS-000293,Synthetic Student 293,Synthetic Student 293,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,mchen30@schoolname.example,matched
2029-2030,SYN-SIS-000303,Synthetic Student 303,Synthetic Student 303,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,cnelson30@schoolname.example,matched
2029-2030,SYN-SIS-000305,Synthetic Student 305,Synthetic Student 305,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,eprice30@schoolname.example,matched
2029-2030,SYN-SIS-000311,Synthetic Student 311,Synthetic Student 311,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,kbrooks30@schoolname.example,matched
2029-2030,SYN-SIS-000326,Synthetic Student 326,Synthetic Student 326,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,fmiller30@schoolname.example,matched
2029-2030,SYN-SIS-000345,Synthetic Student 345,Synthetic Student 345,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,emiller30@schoolname.example,matched
2029-2030,SYN-SIS-000357,Synthetic Student 357,Synthetic Student 357,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,rjohnson31@schoolname.example,matched
2029-2030,SYN-SIS-000381,Synthetic Student 381,Synthetic Student 381,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,aprice31@schoolname.example,matched
2029-2030,SYN-SIS-000387,Synthetic Student 387,Synthetic Student 387,MATH-AP-CALC-AB,MATH-AP-CALC-AB,Y04-SEC-023,Y04-SEC-023,TCH-005,TCH-005,active,active,gbrooks31@schoolname.example,matched
2029-2030,SYN-SIS-000301,Synthetic Student 301,Synthetic Student 301,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,alewis30@schoolname.example,matched
2029-2030,SYN-SIS-000306,Synthetic Student 306,Synthetic Student 306,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,fstone30@schoolname.example,matched
2029-2030,SYN-SIS-000324,Synthetic Student 324,Synthetic Student 324,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,dprice30@schoolname.example,matched
2029-2030,SYN-SIS-000328,Synthetic Student 328,Synthetic Student 328,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,hnguyen30@schoolname.example,matched
2029-2030,SYN-SIS-000336,Synthetic Student 336,Synthetic Student 336,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,qhayes30@schoolname.example,matched
2029-2030,SYN-SIS-000342,Synthetic Student 342,Synthetic Student 342,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,bortiz30@schoolname.example,matched
2029-2030,SYN-SIS-000385,Synthetic Student 385,Synthetic Student 385,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,enguyen31@schoolname.example,matched
2029-2030,SYN-SIS-000394,Synthetic Student 394,Synthetic Student 394,MATH-AP-CALC-BC,MATH-AP-CALC-BC,Y04-SEC-024,Y04-SEC-024,TCH-005,TCH-005,active,active,nibrahim31@schoolname.example,matched
