school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,attendance_category,attendance_probability,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,academic_profile_status,is_populated,is_present,is_nonparticipation_zero
2029-2030,4,SYN-SIS-000496,Synthetic Student 496,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9266,88.84,88.84,88.69,82.0372,,initialize_latent_readiness,,88.69,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000497,Synthetic Student 497,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9233,22.64,22.64,22.12,26.1097,,initialize_latent_readiness,,22.12,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000498,Synthetic Student 498,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9248,64.89,64.89,69.56,61.8036,,initialize_latent_readiness,,69.56,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000499,Synthetic Student 499,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,at_risk,0.7642,0.0,,,,,initialize_latent_readiness,,24.38,,pending_no_present_scores,true,false,true
2029-2030,4,SYN-SIS-000500,Synthetic Student 500,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8751,47.35,47.35,45.7,46.9853,,initialize_latent_readiness,,45.7,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000501,Synthetic Student 501,9,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-015,AP Precalculus - Synthetic Section 05-15,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9761,26.02,26.02,32.42,29.8962,,initialize_latent_readiness,,32.42,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000502,Synthetic Student 502,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9151,43.49,43.49,47.84,44.345,,initialize_latent_readiness,,47.84,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000503,Synthetic Student 503,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9371,65.92,65.92,63.98,62.6738,,initialize_latent_readiness,,63.98,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000504,Synthetic Student 504,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9884,69.28,69.28,73.26,66.1331,,initialize_latent_readiness,,73.26,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000505,Synthetic Student 505,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9492,32.57,32.57,35.85,35.1195,,initialize_latent_readiness,,35.85,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000506,Synthetic Student 506,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9912,52.9,52.9,52.19,51.6741,,initialize_latent_readiness,,52.19,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000507,Synthetic Student 507,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9885,16.27,16.27,11.39,21.3488,,initialize_latent_readiness,,11.39,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000508,Synthetic Student 508,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9845,21.39,21.39,24.4,25.0536,,initialize_latent_readiness,,24.4,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000509,Synthetic Student 509,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9943,35.43,35.43,44.53,36.915,,initialize_latent_readiness,,44.53,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000510,Synthetic Student 510,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9319,29.0,29.0,30.52,31.4828,,initialize_latent_readiness,,30.52,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000511,Synthetic Student 511,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9128,20.53,20.53,25.32,24.3271,,initialize_latent_readiness,,25.32,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000512,Synthetic Student 512,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9464,22.42,22.42,20.81,25.9238,,initialize_latent_readiness,,20.81,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000513,Synthetic Student 513,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9489,12.91,12.91,8.54,17.8895,,initialize_latent_readiness,,8.54,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000514,Synthetic Student 514,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9549,61.92,61.92,59.62,59.2945,,initialize_latent_readiness,,59.62,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000515,Synthetic Student 515,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9471,29.22,29.22,31.22,31.6686,,initialize_latent_readiness,,31.22,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000516,Synthetic Student 516,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8946,44.11,44.11,42.28,44.2481,,initialize_latent_readiness,,42.28,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000517,Synthetic Student 517,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9247,46.94,46.94,44.07,47.2597,,initialize_latent_readiness,,44.07,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000518,Synthetic Student 518,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9167,44.85,44.85,43.88,44.8733,,initialize_latent_readiness,,43.88,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000519,Synthetic Student 519,9,MATH-AP-PRECALC,AP Precalculus,ap,Y04-SEC-016,AP Precalculus - Synthetic Section 05-16,TCH-004,Teacher 04,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9918,46.2,46.2,44.24,46.9448,,initialize_latent_readiness,,44.24,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000520,Synthetic Student 520,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9393,60.74,60.74,59.21,58.2976,,initialize_latent_readiness,,59.21,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000521,Synthetic Student 521,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8931,58.76,58.76,55.36,56.6248,,initialize_latent_readiness,,55.36,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000522,Synthetic Student 522,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9099,33.08,33.08,31.84,34.9297,,initialize_latent_readiness,,31.84,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000523,Synthetic Student 523,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9393,20.56,20.56,17.94,24.3524,,initialize_latent_readiness,,17.94,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000524,Synthetic Student 524,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9387,30.8,30.8,32.73,33.0034,,initialize_latent_readiness,,32.73,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000525,Synthetic Student 525,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9885,38.41,38.41,42.37,39.4326,,initialize_latent_readiness,,42.37,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000526,Synthetic Student 526,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9293,85.1,85.1,83.62,78.8776,,initialize_latent_readiness,,83.62,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000527,Synthetic Student 527,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8966,79.52,79.52,82.07,74.7841,,initialize_latent_readiness,,82.07,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000528,Synthetic Student 528,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9938,61.86,61.86,67.91,59.2438,,initialize_latent_readiness,,67.91,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000529,Synthetic Student 529,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,at_risk,0.7399,60.6,60.6,64.13,58.1793,,initialize_latent_readiness,,64.13,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000530,Synthetic Student 530,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,at_risk,0.7433,43.34,43.34,42.89,43.5976,,initialize_latent_readiness,,42.89,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000531,Synthetic Student 531,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9361,21.85,21.85,21.62,25.4422,,initialize_latent_readiness,,21.62,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000532,Synthetic Student 532,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8654,35.47,35.47,36.53,36.9488,,initialize_latent_readiness,,36.53,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000533,Synthetic Student 533,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9936,39.16,39.16,41.2,40.0662,,initialize_latent_readiness,,41.2,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000534,Synthetic Student 534,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9275,49.15,49.15,48.53,48.506,,initialize_latent_readiness,,48.53,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000535,Synthetic Student 535,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9435,28.48,28.48,32.38,31.6641,,initialize_latent_readiness,,32.38,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000536,Synthetic Student 536,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,at_risk,0.6544,0.0,,,,,initialize_latent_readiness,,67.08,,pending_no_present_scores,true,false,true
2029-2030,4,SYN-SIS-000537,Synthetic Student 537,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.985,9.85,9.85,8.35,15.3043,,initialize_latent_readiness,,8.35,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000538,Synthetic Student 538,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9844,48.92,48.92,47.29,48.3117,,initialize_latent_readiness,,47.29,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000539,Synthetic Student 539,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9882,53.43,53.43,52.59,52.1219,,initialize_latent_readiness,,52.59,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000540,Synthetic Student 540,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9962,46.93,46.93,49.08,46.6305,,initialize_latent_readiness,,49.08,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000541,Synthetic Student 541,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9951,34.84,34.84,34.76,36.4166,,initialize_latent_readiness,,34.76,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000542,Synthetic Student 542,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8777,23.72,23.72,21.07,27.0221,,initialize_latent_readiness,,21.07,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000543,Synthetic Student 543,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,normal,0.8791,0.0,,,,,initialize_latent_readiness,,35.51,,pending_no_present_scores,true,false,true
2029-2030,4,SYN-SIS-000544,Synthetic Student 544,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-013,Honors Algebra 2 - Synthetic Section 05-13,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9454,29.15,29.15,33.37,32.2302,,initialize_latent_readiness,,33.37,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000545,Synthetic Student 545,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9439,50.87,50.87,53.14,49.9591,,initialize_latent_readiness,,53.14,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000546,Synthetic Student 546,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9861,49.05,49.05,48.1,48.4216,,initialize_latent_readiness,,48.1,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000547,Synthetic Student 547,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.8714,43.55,43.55,38.45,43.775,,initialize_latent_readiness,,38.45,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000548,Synthetic Student 548,9,MATH-GEOM,Geometry,regular,Y04-SEC-006,Geometry - Synthetic Section 05-06,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.965,30.33,30.33,34.67,32.6064,,initialize_latent_readiness,,34.67,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000549,Synthetic Student 549,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9934,27.13,27.13,32.63,29.9029,,initialize_latent_readiness,,32.63,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000550,Synthetic Student 550,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.916,37.16,37.16,37.46,38.3766,,initialize_latent_readiness,,37.46,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000551,Synthetic Student 551,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-011,Honors Algebra 2 - Synthetic Section 05-11,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9398,55.33,55.33,51.8,54.3478,,initialize_latent_readiness,,51.8,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000552,Synthetic Student 552,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9878,58.98,58.98,58.03,56.8107,,initialize_latent_readiness,,58.03,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000553,Synthetic Student 553,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9877,41.15,41.15,45.14,41.7474,,initialize_latent_readiness,,45.14,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000554,Synthetic Student 554,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9509,34.21,34.21,38.74,35.8843,,initialize_latent_readiness,,38.74,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000555,Synthetic Student 555,9,MATH-GEOM,Geometry,regular,Y04-SEC-005,Geometry - Synthetic Section 05-05,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9784,62.38,62.38,60.32,59.6831,,initialize_latent_readiness,,60.32,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000556,Synthetic Student 556,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9835,25.44,25.44,23.76,28.4752,,initialize_latent_readiness,,23.76,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000557,Synthetic Student 557,9,MATH-GEOM,Geometry,regular,Y04-SEC-007,Geometry - Synthetic Section 05-07,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9813,24.9,24.9,27.46,28.019,,initialize_latent_readiness,,27.46,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000558,Synthetic Student 558,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-002,Algebra 1 - Synthetic Section 05-02,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9849,81.54,81.54,81.99,75.87,,initialize_latent_readiness,,81.99,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000559,Synthetic Student 559,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9479,21.08,21.08,19.33,25.4124,,initialize_latent_readiness,,19.33,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000560,Synthetic Student 560,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,normal,0.9155,56.14,56.14,51.35,55.0321,,initialize_latent_readiness,,51.35,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000561,Synthetic Student 561,9,MATH-ALG1,Algebra 1,regular,Y04-SEC-001,Algebra 1 - Synthetic Section 05-01,TCH-001,Teacher 01,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9927,59.75,59.75,55.7,57.4612,,initialize_latent_readiness,,55.7,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000562,Synthetic Student 562,9,MATH-ALG2-H,Honors Algebra 2,honors,Y04-SEC-012,Honors Algebra 2 - Synthetic Section 05-12,TCH-003,Teacher 03,Assignment 09,9,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,at_risk,0.706,0.0,,,,,initialize_latent_readiness,,75.66,,pending_no_present_scores,true,false,true
2029-2030,4,SYN-SIS-000563,Synthetic Student 563,9,MATH-GEOM,Geometry,regular,Y04-SEC-004,Geometry - Synthetic Section 05-04,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9915,38.39,38.39,37.59,39.4157,,initialize_latent_readiness,,37.59,,initialized_assignment_09,true,true,false
2029-2030,4,SYN-SIS-000564,Synthetic Student 564,9,MATH-GEOM,Geometry,regular,Y04-SEC-003,Geometry - Synthetic Section 05-03,TCH-002,Teacher 02,Assignment 09,9,beginning_of_year,summer_atrophy,initialize_readiness,first_present_evidence_from_latent,populated,high,0.9671,75.42,75.42,77.05,70.6997,,initialize_latent_readiness,,77.05,,initialized_assignment_09,true,true,false
