school_year,school_year_offset,sis_user_id,student_label,grade_level,course_id,course_name,course_track,section_id,section_label,teacher_id,teacher_label,attendance_category,attendance_probability,boy_assignment_label,eoy_assignment_label,boy_score,eoy_score,present_boy,present_eoy,modeled_eoy_growth_delta,posterior_readiness_after_eoy,latent_readiness_after_boy,latent_readiness_after_eoy,latent_eoy_transition_delta,eoy_generation_mode,eoy_transition_type,eoy_academic_profile_status,observed_growth_delta,academic_profile_status
2027-2028,2,SYN-SIS-000241,Synthetic Student 241,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-021,AP Calculus AB - Synthetic Section 03-21,TCH-004,Teacher 04,normal,0.9214,Assignment 05,Assignment 06,71.16,71.59,true,true,0.43,71.1921,73.4099,78.9129,5.503,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,0.4300000000000068,updated_assignment_06
2027-2028,2,SYN-SIS-000254,Synthetic Student 254,12,MATH-ALG2,Algebra 2,regular,Y02-SEC-008,Algebra 2 - Synthetic Section 03-08,TCH-002,Teacher 02,normal,0.9338,Assignment 05,Assignment 06,48.11,49.0,true,true,0.89,48.953,51.3313,51.7937,0.4624,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,0.8900000000000006,updated_assignment_06
2027-2028,2,SYN-SIS-000267,Synthetic Student 267,12,MATH-PRECALC,Precalculus,regular,Y02-SEC-015,Precalculus - Synthetic Section 03-15,TCH-003,Teacher 03,normal,0.888,Assignment 05,Assignment 06,34.68,37.03,true,true,2.35,37.04,32.9711,36.0355,3.0644,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,2.3500000000000014,updated_assignment_06
2027-2028,2,SYN-SIS-000268,Synthetic Student 268,11,MATH-PRECALC,Precalculus,regular,Y02-SEC-014,Precalculus - Synthetic Section 03-14,TCH-003,Teacher 03,high,0.9847,Assignment 05,Assignment 06,27.12,28.99,true,true,1.87,29.2969,26.624,29.783,3.159,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,1.8699999999999974,updated_assignment_06
2027-2028,2,SYN-SIS-000279,Synthetic Student 279,11,MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,normal,0.9184,Assignment 05,Assignment 06,23.07,26.18,true,true,3.11,26.5141,22.3512,28.3946,6.0434,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,3.1099999999999994,updated_assignment_06
2027-2028,2,SYN-SIS-000281,Synthetic Student 281,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y02-SEC-020,AP Calculus AB - Synthetic Section 03-20,TCH-005,Teacher 05,at_risk,0.7945,Assignment 05,Assignment 06,43.87,56.33,true,true,12.46,54.6862,47.5744,54.3899,6.8155,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,12.46,updated_assignment_06
2027-2028,2,SYN-SIS-000288,Synthetic Student 288,10,MATH-ALG2,Algebra 2,regular,Y02-SEC-008,Algebra 2 - Synthetic Section 03-08,TCH-002,Teacher 02,high,0.9582,Assignment 05,Assignment 06,32.86,40.0,true,true,7.14,39.3587,35.215,42.2602,7.0452,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,7.140000000000001,updated_assignment_06
2027-2028,2,SYN-SIS-000292,Synthetic Student 292,10,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,high,0.9751,Assignment 05,Assignment 06,72.1,72.98,true,true,0.88,72.2213,71.4123,75.6417,4.2294,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,0.8800000000000097,updated_assignment_06
2027-2028,2,SYN-SIS-000316,Synthetic Student 316,10,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-010,Honors Algebra 2 - Synthetic Section 03-10,TCH-003,Teacher 03,at_risk,0.6552,Assignment 05,Assignment 06,57.74,61.44,true,true,3.7,60.7096,60.812,66.5676,5.7556,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,3.6999999999999957,updated_assignment_06
2027-2028,2,SYN-SIS-000317,Synthetic Student 317,10,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,high,0.9913,Assignment 05,Assignment 06,58.95,60.87,true,true,1.92,60.2393,57.0747,61.107,4.0323,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,1.9199999999999946,updated_assignment_06
2027-2028,2,SYN-SIS-000320,Synthetic Student 320,10,MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,high,0.9935,Assignment 05,Assignment 06,37.87,42.98,true,true,5.11,42.2796,31.5222,40.4341,8.9119,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,5.109999999999999,updated_assignment_06
2027-2028,2,SYN-SIS-000322,Synthetic Student 322,10,MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,normal,0.927,Assignment 05,Assignment 06,35.39,42.5,true,true,7.11,41.785,36.1975,44.2673,8.0698,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,7.109999999999999,updated_assignment_06
2027-2028,2,SYN-SIS-000323,Synthetic Student 323,10,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-012,AP Precalculus - Synthetic Section 03-12,TCH-004,Teacher 04,at_risk,0.6843,Assignment 05,Assignment 06,31.01,0.0,true,false,,,32.0999,41.2577,9.1578,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2027-2028,2,SYN-SIS-000329,Synthetic Student 329,10,MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,high,0.9858,Assignment 05,Assignment 06,0.0,53.55,false,true,10.15,52.0406,44.02,52.6915,8.6715,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,,updated_assignment_06
2027-2028,2,SYN-SIS-000331,Synthetic Student 331,10,MATH-ALG2,Algebra 2,regular,Y02-SEC-006,Algebra 2 - Synthetic Section 03-06,TCH-002,Teacher 02,high,0.9799,Assignment 05,Assignment 06,44.45,50.77,true,true,6.32,49.811,44.1876,47.6671,3.4795,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,6.32,updated_assignment_06
2027-2028,2,SYN-SIS-000361,Synthetic Student 361,9,MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,at_risk,0.709,Assignment 05,Assignment 06,0.0,40.98,false,true,,41.6038,34.75,42.6595,7.9095,first_present_evidence_from_latent,initialize_readiness,initialized_assignment_06,,initialized_assignment_06
2027-2028,2,SYN-SIS-000362,Synthetic Student 362,9,MATH-ALG2-H,Honors Algebra 2,honors,Y02-SEC-009,Honors Algebra 2 - Synthetic Section 03-09,TCH-003,Teacher 03,high,0.986,Assignment 05,Assignment 06,83.13,88.05,true,true,4.92,85.7936,80.46,89.7345,9.2745,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,4.920000000000002,updated_assignment_06
2027-2028,2,SYN-SIS-000365,Synthetic Student 365,9,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,high,0.9875,Assignment 05,Assignment 06,55.3,53.02,true,true,-2.28,52.9232,51.88,53.7301,1.8501,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,-2.279999999999994,updated_assignment_06
2027-2028,2,SYN-SIS-000367,Synthetic Student 367,9,MATH-GEOM,Geometry,regular,Y02-SEC-002,Geometry - Synthetic Section 03-02,TCH-002,Teacher 02,normal,0.9224,Assignment 05,Assignment 06,14.82,23.78,true,true,8.96,23.7098,14.22,26.6416,12.4216,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,8.96,updated_assignment_06
2027-2028,2,SYN-SIS-000383,Synthetic Student 383,9,MATH-ALG1,Algebra 1,regular,Y02-SEC-001,Algebra 1 - Synthetic Section 03-01,TCH-001,Teacher 01,normal,0.8691,Assignment 05,Assignment 06,27.57,38.49,true,true,10.92,37.558,27.53,35.0131,7.4831,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,10.920000000000002,updated_assignment_06
2027-2028,2,SYN-SIS-000384,Synthetic Student 384,9,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,high,0.9984,Assignment 05,Assignment 06,67.64,74.23,true,true,6.59,72.2171,65.27,69.909,4.639,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,6.590000000000003,updated_assignment_06
2027-2028,2,SYN-SIS-000388,Synthetic Student 388,9,MATH-GEOM,Geometry,regular,Y02-SEC-004,Geometry - Synthetic Section 03-04,TCH-002,Teacher 02,high,0.9939,Assignment 05,Assignment 06,24.39,44.32,true,true,19.93,42.1289,25.26,39.762,14.502,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,19.93,updated_assignment_06
2027-2028,2,SYN-SIS-000389,Synthetic Student 389,9,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,high,0.9898,Assignment 05,Assignment 06,32.65,45.98,true,true,13.33,44.4518,33.4,42.4742,9.0742,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,13.329999999999998,updated_assignment_06
2027-2028,2,SYN-SIS-000390,Synthetic Student 390,9,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,normal,0.8721,Assignment 05,Assignment 06,82.65,87.91,true,true,5.26,85.4469,79.35,84.9892,5.6392,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,5.259999999999991,updated_assignment_06
2027-2028,2,SYN-SIS-000391,Synthetic Student 391,9,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,normal,0.9393,Assignment 05,Assignment 06,39.67,51.05,true,true,11.38,49.5173,41.13,47.6944,6.5644,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,11.379999999999995,updated_assignment_06
2027-2028,2,SYN-SIS-000394,Synthetic Student 394,9,MATH-AP-PRECALC,AP Precalculus,ap,Y02-SEC-012,AP Precalculus - Synthetic Section 03-12,TCH-004,Teacher 04,high,0.9859,Assignment 05,Assignment 06,18.01,36.68,true,true,18.67,35.226,17.66,30.8047,13.1447,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,18.669999999999998,updated_assignment_06
2027-2028,2,SYN-SIS-000400,Synthetic Student 400,9,MATH-GEOM,Geometry,regular,Y02-SEC-005,Geometry - Synthetic Section 03-05,TCH-001,Teacher 01,normal,0.8861,Assignment 05,Assignment 06,18.38,31.05,true,true,12.67,30.2484,18.7,29.7836,11.0836,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_06,12.670000000000002,updated_assignment_06
2027-2028,2,SYN-SIS-000402,Synthetic Student 402,9,MATH-GEOM,Geometry,regular,Y02-SEC-003,Geometry - Synthetic Section 03-03,TCH-001,Teacher 01,normal,0.8746,Assignment 05,Assignment 06,61.01,0.0,true,false,,,65.79,67.012,1.222,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000012,Synthetic Student 012,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-019,AP Calculus AB - Synthetic Section 04-19,TCH-005,Teacher 05,high,0.9811,Assignment 07,Assignment 08,52.83,55.97,true,true,3.14,55.6705,54.7498,58.3286,3.5788,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,3.1400000000000006,updated_assignment_08
2028-2029,3,SYN-SIS-000019,Synthetic Student 019,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,high,0.9846,Assignment 07,Assignment 08,43.85,47.4,true,true,3.55,47.1681,42.681,44.5501,1.8691,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,3.549999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000046,Synthetic Student 046,12,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-013,AP Precalculus - Synthetic Section 04-13,TCH-004,Teacher 04,normal,0.9265,Assignment 07,Assignment 08,60.67,0.0,true,false,,,61.5709,71.2077,9.6368,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000055,Synthetic Student 055,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-024,AP Calculus BC - Synthetic Section 04-24,TCH-005,Teacher 05,normal,0.9568,Assignment 07,Assignment 08,77.69,0.0,true,false,,,76.143,74.2343,-1.9087,absent_no_update,absent_no_update,observed_readiness_unchanged_absent,,observed_readiness_unchanged_absent
2028-2029,3,SYN-SIS-000112,Synthetic Student 112,12,MATH-AP-CALC-BC,AP Calculus BC,ap,Y03-SEC-023,AP Calculus BC - Synthetic Section 04-23,TCH-005,Teacher 05,high,0.9805,Assignment 07,Assignment 08,26.44,28.57,true,true,2.13,28.9829,23.5751,30.1588,6.5837,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,2.129999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000116,Synthetic Student 116,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-019,AP Calculus AB - Synthetic Section 04-19,TCH-005,Teacher 05,normal,0.9653,Assignment 07,Assignment 08,32.19,41.6,true,true,9.41,40.9334,37.7556,43.5324,5.7768,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.410000000000004,updated_assignment_08
2028-2029,3,SYN-SIS-000150,Synthetic Student 150,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-019,AP Calculus AB - Synthetic Section 04-19,TCH-005,Teacher 05,normal,0.9436,Assignment 07,Assignment 08,74.93,73.51,true,true,-1.42,73.2561,76.328,73.6713,-2.6567,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-1.4200000000000017,updated_assignment_08
2028-2029,3,SYN-SIS-000172,Synthetic Student 172,12,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,high,0.9751,Assignment 07,Assignment 08,38.54,45.62,true,true,7.08,44.8997,40.907,46.1542,5.2472,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.079999999999998,updated_assignment_08
2028-2029,3,SYN-SIS-000216,Synthetic Student 216,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-021,AP Calculus AB - Synthetic Section 04-21,TCH-005,Teacher 05,high,0.9682,Assignment 07,Assignment 08,55.2,57.26,true,true,2.06,56.9224,50.0794,59.0517,8.9723,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,2.059999999999995,updated_assignment_08
2028-2029,3,SYN-SIS-000246,Synthetic Student 246,12,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-019,AP Calculus AB - Synthetic Section 04-19,TCH-005,Teacher 05,high,0.981,Assignment 07,Assignment 08,41.66,48.88,true,true,7.22,48.092,39.4431,47.6454,8.2023,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.220000000000006,updated_assignment_08
2028-2029,3,SYN-SIS-000288,Synthetic Student 288,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,high,0.9582,Assignment 07,Assignment 08,0.0,45.02,false,true,5.02,44.3564,38.7521,45.394,6.6419,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,,updated_assignment_08
2028-2029,3,SYN-SIS-000289,Synthetic Student 289,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,at_risk,0.7237,Assignment 07,Assignment 08,36.97,35.04,true,true,-1.93,35.5875,33.3969,38.4324,5.0355,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-1.9299999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000290,Synthetic Student 290,11,MATH-ALG2,Algebra 2,regular,Y03-SEC-009,Algebra 2 - Synthetic Section 04-09,TCH-002,Teacher 02,high,0.9775,Assignment 07,Assignment 08,16.77,25.3,true,true,8.53,24.8707,14.9872,26.0857,11.0985,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.530000000000001,updated_assignment_08
2028-2029,3,SYN-SIS-000316,Synthetic Student 316,11,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-014,AP Precalculus - Synthetic Section 04-14,TCH-004,Teacher 04,at_risk,0.6552,Assignment 07,Assignment 08,65.17,66.56,true,true,1.39,65.988,64.692,68.657,3.965,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,1.3900000000000006,updated_assignment_08
2028-2029,3,SYN-SIS-000318,Synthetic Student 318,11,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,high,0.9801,Assignment 07,Assignment 08,69.56,75.36,true,true,5.8,73.9863,69.6737,75.4707,5.797,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,5.799999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000320,Synthetic Student 320,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-018,Precalculus - Synthetic Section 04-18,TCH-003,Teacher 03,high,0.9935,Assignment 07,Assignment 08,37.25,46.06,true,true,8.81,45.0792,37.451,44.51,7.059,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.810000000000002,updated_assignment_08
2028-2029,3,SYN-SIS-000322,Synthetic Student 322,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-017,Precalculus - Synthetic Section 04-17,TCH-004,Teacher 04,normal,0.927,Assignment 07,Assignment 08,39.79,51.96,true,true,12.17,50.3381,41.5993,49.1972,7.5979,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,12.170000000000002,updated_assignment_08
2028-2029,3,SYN-SIS-000323,Synthetic Student 323,11,MATH-AP-CALC-AB,AP Calculus AB,ap,Y03-SEC-022,AP Calculus AB - Synthetic Section 04-22,TCH-005,Teacher 05,at_risk,0.6843,Assignment 07,Assignment 08,36.1,42.75,true,true,6.65,42.1339,37.7766,41.2891,3.5125,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,6.649999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000326,Synthetic Student 326,11,MATH-AP-PRECALC,AP Precalculus,ap,Y03-SEC-015,AP Precalculus - Synthetic Section 04-15,TCH-004,Teacher 04,normal,0.8995,Assignment 07,Assignment 08,69.28,69.96,true,true,0.68,69.4569,70.0247,69.9099,-0.1148,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,0.6799999999999926,updated_assignment_08
2028-2029,3,SYN-SIS-000329,Synthetic Student 329,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,high,0.9858,Assignment 07,Assignment 08,53.48,56.02,true,true,2.54,55.472,50.1448,53.7019,3.5571,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,2.5400000000000063,updated_assignment_08
2028-2029,3,SYN-SIS-000330,Synthetic Student 330,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-016,Precalculus - Synthetic Section 04-16,TCH-003,Teacher 03,high,0.976,Assignment 07,Assignment 08,55.8,55.6,true,true,-0.2,55.3847,52.4547,58.1406,5.6859,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-0.19999999999999574,updated_assignment_08
2028-2029,3,SYN-SIS-000335,Synthetic Student 335,11,MATH-PRECALC,Precalculus,regular,Y03-SEC-017,Precalculus - Synthetic Section 04-17,TCH-004,Teacher 04,high,0.9724,Assignment 07,Assignment 08,27.59,33.89,true,true,6.3,33.4822,26.2717,32.9703,6.6986,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,6.300000000000001,updated_assignment_08
2028-2029,3,SYN-SIS-000352,Synthetic Student 352,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-011,Honors Algebra 2 - Synthetic Section 04-11,TCH-003,Teacher 03,normal,0.9534,Assignment 07,Assignment 08,63.14,70.69,true,true,7.55,69.1614,61.3847,66.1858,4.8011,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.549999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000353,Synthetic Student 353,10,MATH-GEOM,Geometry,regular,Y03-SEC-004,Geometry - Synthetic Section 04-04,TCH-002,Teacher 02,normal,0.9204,Assignment 07,Assignment 08,25.09,33.43,true,true,8.34,32.7149,22.858,33.6922,10.8342,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.34,updated_assignment_08
2028-2029,3,SYN-SIS-000359,Synthetic Student 359,10,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,at_risk,0.7532,Assignment 07,Assignment 08,61.37,70.17,true,true,8.8,68.4944,64.5099,69.9418,5.4319,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.800000000000004,updated_assignment_08
2028-2029,3,SYN-SIS-000374,Synthetic Student 374,10,MATH-GEOM,Geometry,regular,Y03-SEC-005,Geometry - Synthetic Section 04-05,TCH-001,Teacher 01,normal,0.9183,Assignment 07,Assignment 08,16.7,24.58,true,true,7.88,24.1902,21.3308,31.1274,9.7966,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.879999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000379,Synthetic Student 379,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-008,Algebra 2 - Synthetic Section 04-08,TCH-002,Teacher 02,high,0.9864,Assignment 07,Assignment 08,47.69,53.33,true,true,5.64,52.4774,46.9388,52.5533,5.6145,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,5.640000000000001,updated_assignment_08
2028-2029,3,SYN-SIS-000382,Synthetic Student 382,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-007,Algebra 2 - Synthetic Section 04-07,TCH-002,Teacher 02,high,0.9708,Assignment 07,Assignment 08,37.59,47.31,true,true,9.72,46.1042,38.658,45.2007,6.5427,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.719999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000386,Synthetic Student 386,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-008,Algebra 2 - Synthetic Section 04-08,TCH-002,Teacher 02,normal,0.946,Assignment 07,Assignment 08,32.17,39.55,true,true,7.38,38.9027,36.312,40.0706,3.7586,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.3799999999999955,updated_assignment_08
2028-2029,3,SYN-SIS-000389,Synthetic Student 389,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-008,Algebra 2 - Synthetic Section 04-08,TCH-002,Teacher 02,high,0.9898,Assignment 07,Assignment 08,39.59,48.25,true,true,8.66,47.1806,38.2631,44.6956,6.4325,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.659999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000390,Synthetic Student 390,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-011,Honors Algebra 2 - Synthetic Section 04-11,TCH-003,Teacher 03,normal,0.8721,Assignment 07,Assignment 08,82.1,92.57,true,true,10.47,90.1788,84.44,92.5578,8.1178,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,10.469999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000393,Synthetic Student 393,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-007,Algebra 2 - Synthetic Section 04-07,TCH-002,Teacher 02,high,0.9918,Assignment 07,Assignment 08,16.18,25.34,true,true,9.16,24.8602,16.9214,25.1363,8.2149,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.16,updated_assignment_08
2028-2029,3,SYN-SIS-000395,Synthetic Student 395,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-007,Algebra 2 - Synthetic Section 04-07,TCH-002,Teacher 02,normal,0.9684,Assignment 07,Assignment 08,33.43,43.22,true,true,9.79,42.1504,35.1112,39.2935,4.1823,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.79,updated_assignment_08
2028-2029,3,SYN-SIS-000400,Synthetic Student 400,10,MATH-ALG2,Algebra 2,regular,Y03-SEC-008,Algebra 2 - Synthetic Section 04-08,TCH-002,Teacher 02,normal,0.8861,Assignment 07,Assignment 08,23.37,32.26,true,true,8.89,31.6173,26.0602,34.2712,8.211,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,8.889999999999997,updated_assignment_08
2028-2029,3,SYN-SIS-000402,Synthetic Student 402,10,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-012,Honors Algebra 2 - Synthetic Section 04-12,TCH-003,Teacher 03,normal,0.8746,Assignment 07,Assignment 08,64.24,73.92,true,true,9.68,71.9643,64.3813,71.3656,6.9843,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.680000000000007,updated_assignment_08
2028-2029,3,SYN-SIS-000424,Synthetic Student 424,9,MATH-ALG2-H,Honors Algebra 2,honors,Y03-SEC-012,Honors Algebra 2 - Synthetic Section 04-12,TCH-003,Teacher 03,normal,0.9542,Assignment 07,Assignment 08,62.44,71.44,true,true,9.0,69.4555,65.6,68.5696,2.9696,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,9.0,updated_assignment_08
2028-2029,3,SYN-SIS-000429,Synthetic Student 429,9,MATH-GEOM,Geometry,regular,Y03-SEC-003,Geometry - Synthetic Section 04-03,TCH-002,Teacher 02,high,0.9702,Assignment 07,Assignment 08,13.08,27.43,true,true,14.35,26.5995,17.22,27.4506,10.2306,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,14.35,updated_assignment_08
2028-2029,3,SYN-SIS-000432,Synthetic Student 432,9,MATH-ALG1,Algebra 1,regular,Y03-SEC-002,Algebra 1 - Synthetic Section 04-02,TCH-001,Teacher 01,normal,0.9316,Assignment 07,Assignment 08,52.99,57.53,true,true,4.54,56.476,48.41,53.3045,4.8945,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,4.539999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000457,Synthetic Student 457,9,MATH-ALG1,Algebra 1,regular,Y03-SEC-002,Algebra 1 - Synthetic Section 04-02,TCH-001,Teacher 01,normal,0.9407,Assignment 07,Assignment 08,47.13,54.28,true,true,7.15,53.0773,47.57,52.9054,5.3354,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,7.149999999999999,updated_assignment_08
2028-2029,3,SYN-SIS-000459,Synthetic Student 459,9,MATH-ALG1,Algebra 1,regular,Y03-SEC-001,Algebra 1 - Synthetic Section 04-01,TCH-001,Teacher 01,normal,0.9144,Assignment 07,Assignment 08,35.83,34.71,true,true,-1.12,35.2849,33.53,40.3991,6.8691,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,-1.1199999999999974,updated_assignment_08
2028-2029,3,SYN-SIS-000471,Synthetic Student 471,9,MATH-GEOM,Geometry,regular,Y03-SEC-006,Geometry - Synthetic Section 04-06,TCH-002,Teacher 02,normal,0.9068,Assignment 07,Assignment 08,29.28,39.32,true,true,10.04,38.4497,33.28,36.3589,3.0789,school_year_growth_from_latent_readiness,school_year_growth,updated_assignment_08,10.04,updated_assignment_08
