school_year,school_year_offset,Student,SIS User ID,grade_level,course_id,section_id,teacher_id,enrollment_status
2028-2029,3,Synthetic Student 344,SYN-SIS-000344,11,MATH-PRECALC,Y03-SEC-018,TCH-003,active
2028-2029,3,Synthetic Student 345,SYN-SIS-000345,11,MATH-PRECALC,Y03-SEC-017,TCH-004,active
2028-2029,3,Synthetic Student 346,SYN-SIS-000346,11,MATH-PRECALC,Y03-SEC-018,TCH-003,active
2028-2029,3,Synthetic Student 347,SYN-SIS-000347,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 348,SYN-SIS-000348,10,MATH-ALG2,Y03-SEC-009,TCH-002,active
2028-2029,3,Synthetic Student 349,SYN-SIS-000349,10,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 350,SYN-SIS-000350,10,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 351,SYN-SIS-000351,10,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,active
2028-2029,3,Synthetic Student 352,SYN-SIS-000352,10,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 353,SYN-SIS-000353,10,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 354,SYN-SIS-000354,10,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 355,SYN-SIS-000355,10,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 356,SYN-SIS-000356,10,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 357,SYN-SIS-000357,10,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,active
2028-2029,3,Synthetic Student 358,SYN-SIS-000358,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 359,SYN-SIS-000359,10,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 360,SYN-SIS-000360,10,MATH-ALG2,Y03-SEC-009,TCH-002,active
2028-2029,3,Synthetic Student 361,SYN-SIS-000361,10,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 362,SYN-SIS-000362,10,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,active
2028-2029,3,Synthetic Student 363,SYN-SIS-000363,10,MATH-ALG2,Y03-SEC-009,TCH-002,active
2028-2029,3,Synthetic Student 364,SYN-SIS-000364,10,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 365,SYN-SIS-000365,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 366,SYN-SIS-000366,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 367,SYN-SIS-000367,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 368,SYN-SIS-000368,10,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,active
2028-2029,3,Synthetic Student 369,SYN-SIS-000369,10,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,active
2028-2029,3,Synthetic Student 370,SYN-SIS-000370,10,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,active
2028-2029,3,Synthetic Student 371,SYN-SIS-000371,10,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,active
2028-2029,3,Synthetic Student 372,SYN-SIS-000372,10,MATH-ALG2,Y03-SEC-009,TCH-002,active
2028-2029,3,Synthetic Student 373,SYN-SIS-000373,10,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,active
2028-2029,3,Synthetic Student 374,SYN-SIS-000374,10,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 375,SYN-SIS-000375,10,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 376,SYN-SIS-000376,10,MATH-ALG2,Y03-SEC-009,TCH-002,active
2028-2029,3,Synthetic Student 377,SYN-SIS-000377,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 378,SYN-SIS-000378,10,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 379,SYN-SIS-000379,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 380,SYN-SIS-000380,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 381,SYN-SIS-000381,10,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,active
2028-2029,3,Synthetic Student 382,SYN-SIS-000382,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 383,SYN-SIS-000383,10,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 384,SYN-SIS-000384,10,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 385,SYN-SIS-000385,10,MATH-AP-CALC-AB,Y03-SEC-020,TCH-005,active
2028-2029,3,Synthetic Student 386,SYN-SIS-000386,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 387,SYN-SIS-000387,10,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,active
2028-2029,3,Synthetic Student 388,SYN-SIS-000388,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 389,SYN-SIS-000389,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 390,SYN-SIS-000390,10,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 391,SYN-SIS-000391,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 392,SYN-SIS-000392,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 393,SYN-SIS-000393,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 394,SYN-SIS-000394,10,MATH-AP-CALC-AB,Y03-SEC-022,TCH-005,active
2028-2029,3,Synthetic Student 395,SYN-SIS-000395,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 396,SYN-SIS-000396,10,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,active
2028-2029,3,Synthetic Student 397,SYN-SIS-000397,10,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 398,SYN-SIS-000398,10,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 399,SYN-SIS-000399,10,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 400,SYN-SIS-000400,10,MATH-ALG2,Y03-SEC-008,TCH-002,active
2028-2029,3,Synthetic Student 401,SYN-SIS-000401,10,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,active
2028-2029,3,Synthetic Student 402,SYN-SIS-000402,10,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 403,SYN-SIS-000403,10,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,active
2028-2029,3,Synthetic Student 404,SYN-SIS-000404,10,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 405,SYN-SIS-000405,10,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 406,SYN-SIS-000406,10,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 407,SYN-SIS-000407,10,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 408,SYN-SIS-000408,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 409,SYN-SIS-000409,10,MATH-ALG2,Y03-SEC-007,TCH-002,active
2028-2029,3,Synthetic Student 410,SYN-SIS-000410,9,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 411,SYN-SIS-000411,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 412,SYN-SIS-000412,9,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 413,SYN-SIS-000413,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 414,SYN-SIS-000414,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 415,SYN-SIS-000415,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 416,SYN-SIS-000416,9,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 417,SYN-SIS-000417,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 418,SYN-SIS-000418,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 419,SYN-SIS-000419,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 420,SYN-SIS-000420,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 421,SYN-SIS-000421,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 422,SYN-SIS-000422,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 423,SYN-SIS-000423,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 424,SYN-SIS-000424,9,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 425,SYN-SIS-000425,9,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 426,SYN-SIS-000426,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 427,SYN-SIS-000427,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 428,SYN-SIS-000428,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 429,SYN-SIS-000429,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 430,SYN-SIS-000430,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 431,SYN-SIS-000431,9,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,active
2028-2029,3,Synthetic Student 432,SYN-SIS-000432,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 433,SYN-SIS-000433,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 434,SYN-SIS-000434,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 435,SYN-SIS-000435,9,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,active
2028-2029,3,Synthetic Student 436,SYN-SIS-000436,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 437,SYN-SIS-000437,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 438,SYN-SIS-000438,9,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 439,SYN-SIS-000439,9,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 440,SYN-SIS-000440,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 441,SYN-SIS-000441,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 442,SYN-SIS-000442,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 443,SYN-SIS-000443,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 444,SYN-SIS-000444,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 445,SYN-SIS-000445,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 446,SYN-SIS-000446,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 447,SYN-SIS-000447,9,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,active
2028-2029,3,Synthetic Student 448,SYN-SIS-000448,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 449,SYN-SIS-000449,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 450,SYN-SIS-000450,9,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 451,SYN-SIS-000451,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 452,SYN-SIS-000452,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 453,SYN-SIS-000453,9,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 454,SYN-SIS-000454,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 455,SYN-SIS-000455,9,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 456,SYN-SIS-000456,9,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 457,SYN-SIS-000457,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 458,SYN-SIS-000458,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 459,SYN-SIS-000459,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 460,SYN-SIS-000460,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 461,SYN-SIS-000461,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 462,SYN-SIS-000462,9,MATH-ALG2-H,Y03-SEC-012,TCH-003,active
2028-2029,3,Synthetic Student 463,SYN-SIS-000463,9,MATH-ALG2-H,Y03-SEC-010,TCH-003,active
2028-2029,3,Synthetic Student 464,SYN-SIS-000464,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 465,SYN-SIS-000465,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 466,SYN-SIS-000466,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 467,SYN-SIS-000467,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 468,SYN-SIS-000468,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 469,SYN-SIS-000469,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 470,SYN-SIS-000470,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 471,SYN-SIS-000471,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 472,SYN-SIS-000472,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2028-2029,3,Synthetic Student 473,SYN-SIS-000473,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 474,SYN-SIS-000474,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 475,SYN-SIS-000475,9,MATH-ALG1,Y03-SEC-002,TCH-001,active
2028-2029,3,Synthetic Student 476,SYN-SIS-000476,9,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 477,SYN-SIS-000477,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 478,SYN-SIS-000478,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 479,SYN-SIS-000479,9,MATH-ALG2-H,Y03-SEC-011,TCH-003,active
2028-2029,3,Synthetic Student 480,SYN-SIS-000480,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 481,SYN-SIS-000481,9,MATH-GEOM,Y03-SEC-005,TCH-001,active
2028-2029,3,Synthetic Student 482,SYN-SIS-000482,9,MATH-GEOM,Y03-SEC-003,TCH-002,active
2028-2029,3,Synthetic Student 483,SYN-SIS-000483,9,MATH-ALG1,Y03-SEC-001,TCH-001,active
2028-2029,3,Synthetic Student 484,SYN-SIS-000484,9,MATH-GEOM,Y03-SEC-004,TCH-002,active
2028-2029,3,Synthetic Student 485,SYN-SIS-000485,9,MATH-GEOM,Y03-SEC-006,TCH-002,active
2029-2030,4,Synthetic Student 288,SYN-SIS-000288,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 289,SYN-SIS-000289,12,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 290,SYN-SIS-000290,12,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 291,SYN-SIS-000291,12,MATH-BEYOND-CORE,Y04-SEC-026,TCH-004,active
2029-2030,4,Synthetic Student 292,SYN-SIS-000292,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 293,SYN-SIS-000293,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 294,SYN-SIS-000294,12,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 295,SYN-SIS-000295,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 296,SYN-SIS-000296,12,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 297,SYN-SIS-000297,12,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 298,SYN-SIS-000298,12,MATH-PRECALC,Y04-SEC-019,TCH-003,active
2029-2030,4,Synthetic Student 299,SYN-SIS-000299,12,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 300,SYN-SIS-000300,12,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 301,SYN-SIS-000301,12,MATH-AP-CALC-BC,Y04-SEC-024,TCH-005,active
2029-2030,4,Synthetic Student 302,SYN-SIS-000302,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 303,SYN-SIS-000303,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 304,SYN-SIS-000304,12,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 305,SYN-SIS-000305,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 306,SYN-SIS-000306,12,MATH-AP-CALC-BC,Y04-SEC-024,TCH-005,active
2029-2030,4,Synthetic Student 307,SYN-SIS-000307,12,MATH-BEYOND-CORE,Y04-SEC-026,TCH-004,active
2029-2030,4,Synthetic Student 308,SYN-SIS-000308,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 309,SYN-SIS-000309,12,MATH-PRECALC,Y04-SEC-019,TCH-003,active
2029-2030,4,Synthetic Student 310,SYN-SIS-000310,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 311,SYN-SIS-000311,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 312,SYN-SIS-000312,12,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 313,SYN-SIS-000313,12,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 314,SYN-SIS-000314,12,MATH-BEYOND-CORE,Y04-SEC-026,TCH-004,active
2029-2030,4,Synthetic Student 315,SYN-SIS-000315,12,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 316,SYN-SIS-000316,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 317,SYN-SIS-000317,12,MATH-AP-PRECALC,Y04-SEC-015,TCH-004,active
2029-2030,4,Synthetic Student 318,SYN-SIS-000318,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 319,SYN-SIS-000319,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 320,SYN-SIS-000320,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 321,SYN-SIS-000321,12,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 322,SYN-SIS-000322,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 323,SYN-SIS-000323,12,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 324,SYN-SIS-000324,12,MATH-AP-CALC-BC,Y04-SEC-024,TCH-005,active
2029-2030,4,Synthetic Student 325,SYN-SIS-000325,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 326,SYN-SIS-000326,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 327,SYN-SIS-000327,12,MATH-PRECALC,Y04-SEC-019,TCH-003,active
2029-2030,4,Synthetic Student 328,SYN-SIS-000328,12,MATH-AP-CALC-BC,Y04-SEC-024,TCH-005,active
2029-2030,4,Synthetic Student 329,SYN-SIS-000329,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 330,SYN-SIS-000330,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 331,SYN-SIS-000331,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 332,SYN-SIS-000332,12,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 333,SYN-SIS-000333,12,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 334,SYN-SIS-000334,12,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 335,SYN-SIS-000335,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 336,SYN-SIS-000336,12,MATH-AP-CALC-BC,Y04-SEC-024,TCH-005,active
2029-2030,4,Synthetic Student 337,SYN-SIS-000337,12,MATH-BEYOND-CORE,Y04-SEC-026,TCH-004,active
2029-2030,4,Synthetic Student 338,SYN-SIS-000338,12,MATH-AP-PRECALC,Y04-SEC-015,TCH-004,active
2029-2030,4,Synthetic Student 339,SYN-SIS-000339,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 340,SYN-SIS-000340,12,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 341,SYN-SIS-000341,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 342,SYN-SIS-000342,12,MATH-AP-CALC-BC,Y04-SEC-024,TCH-005,active
2029-2030,4,Synthetic Student 343,SYN-SIS-000343,12,MATH-AP-PRECALC,Y04-SEC-014,TCH-004,active
2029-2030,4,Synthetic Student 344,SYN-SIS-000344,12,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 345,SYN-SIS-000345,12,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 346,SYN-SIS-000346,12,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 347,SYN-SIS-000347,11,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 348,SYN-SIS-000348,11,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 349,SYN-SIS-000349,11,MATH-ALG2-H,Y04-SEC-011,TCH-003,active
2029-2030,4,Synthetic Student 350,SYN-SIS-000350,11,MATH-AP-PRECALC,Y04-SEC-014,TCH-004,active
2029-2030,4,Synthetic Student 351,SYN-SIS-000351,11,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 352,SYN-SIS-000352,11,MATH-AP-PRECALC,Y04-SEC-014,TCH-004,active
2029-2030,4,Synthetic Student 353,SYN-SIS-000353,11,MATH-ALG2,Y04-SEC-009,TCH-002,active
2029-2030,4,Synthetic Student 354,SYN-SIS-000354,11,MATH-ALG2,Y04-SEC-010,TCH-002,active
2029-2030,4,Synthetic Student 355,SYN-SIS-000355,11,MATH-AP-PRECALC,Y04-SEC-016,TCH-004,active
2029-2030,4,Synthetic Student 356,SYN-SIS-000356,11,MATH-AP-PRECALC,Y04-SEC-014,TCH-004,active
2029-2030,4,Synthetic Student 357,SYN-SIS-000357,11,MATH-AP-CALC-AB,Y04-SEC-023,TCH-005,active
2029-2030,4,Synthetic Student 358,SYN-SIS-000358,11,MATH-PRECALC,Y04-SEC-019,TCH-003,active
2029-2030,4,Synthetic Student 359,SYN-SIS-000359,11,MATH-ALG2-H,Y04-SEC-013,TCH-003,active
2029-2030,4,Synthetic Student 360,SYN-SIS-000360,11,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 361,SYN-SIS-000361,11,MATH-ALG2,Y04-SEC-009,TCH-002,active
2029-2030,4,Synthetic Student 362,SYN-SIS-000362,11,MATH-AP-CALC-BC,Y04-SEC-025,TCH-005,active
2029-2030,4,Synthetic Student 363,SYN-SIS-000363,11,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 364,SYN-SIS-000364,11,MATH-ALG2,Y04-SEC-009,TCH-002,active
2029-2030,4,Synthetic Student 365,SYN-SIS-000365,11,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 366,SYN-SIS-000366,11,MATH-PRECALC,Y04-SEC-019,TCH-003,active
2029-2030,4,Synthetic Student 367,SYN-SIS-000367,11,MATH-PRECALC,Y04-SEC-017,TCH-003,active
2029-2030,4,Synthetic Student 368,SYN-SIS-000368,11,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 369,SYN-SIS-000369,11,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 370,SYN-SIS-000370,11,MATH-AP-CALC-AB,Y04-SEC-022,TCH-005,active
2029-2030,4,Synthetic Student 371,SYN-SIS-000371,11,MATH-AP-CALC-AB,Y04-SEC-021,TCH-005,active
2029-2030,4,Synthetic Student 372,SYN-SIS-000372,11,MATH-PRECALC,Y04-SEC-018,TCH-004,active
2029-2030,4,Synthetic Student 373,SYN-SIS-000373,11,MATH-AP-CALC-AB,Y04-SEC-020,TCH-005,active
2029-2030,4,Synthetic Student 374,SYN-SIS-000374,11,MATH-ALG2,Y04-SEC-010,TCH-002,active
2029-2030,4,Synthetic Student 375,SYN-SIS-000375,11,MATH-AP-PRECALC,Y04-SEC-015,TCH-004,active
2029-2030,4,Synthetic Student 376,SYN-SIS-000376,11,MATH-PRECALC,Y04-SEC-019,TCH-003,active
2029-2030,4,Synthetic Student 377,SYN-SIS-000377,11,MATH-PRECALC,Y04-SEC-018,TCH-004,active
