Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 01,Assignment 02,Assignment 03,Assignment 04,Assignment 05,Assignment 06,Assignment 07,Assignment 08,Assignment 09,Assignment 10,Assignment 11,Assignment 12,Assignment 13,Assignment 14
Synthetic Student 325,SYN-EXP-000325,SYN-SIS-000325,synthetic325,estone30@schoolname.example,Section A,,,34.1,42.12,35.51,30.28,30.22,45.9,35.16,42.13,,,,
Synthetic Student 326,SYN-EXP-000326,SYN-SIS-000326,synthetic326,fmiller30@schoolname.example,Section B,,,61.88,67.23,68.67,69.29,69.28,69.96,0,73.84,,,,
Synthetic Student 327,SYN-EXP-000327,SYN-SIS-000327,synthetic327,grivera30@schoolname.example,Section C,,,40.29,46.96,48.31,47.3,47.18,48.2,41.47,47.52,,,,
Synthetic Student 328,SYN-EXP-000328,SYN-SIS-000328,synthetic328,hnguyen30@schoolname.example,Section D,,,67.97,0,75.66,0,75.29,80.65,81.34,82.79,,,,
Synthetic Student 329,SYN-EXP-000329,SYN-SIS-000329,synthetic329,ipatel30@schoolname.example,Section A,,,41.86,43.4,0,53.55,53.48,56.02,52.51,55.15,,,,
Synthetic Student 330,SYN-EXP-000330,SYN-SIS-000330,synthetic330,jbrooks30@schoolname.example,Section B,,,38.69,44.4,45.25,53.88,55.8,55.6,50.94,58.4,,,,
Synthetic Student 331,SYN-EXP-000331,SYN-SIS-000331,synthetic331,kchen30@schoolname.example,Section C,,,39.48,42.35,44.45,50.77,48.19,51.71,51.64,55.39,,,,
Synthetic Student 332,SYN-EXP-000332,SYN-SIS-000332,synthetic332,ldavis30@schoolname.example,Section D,,,46.14,46.82,40.42,51.37,47.18,53.37,45.58,59.52,,,,
Synthetic Student 333,SYN-EXP-000333,SYN-SIS-000333,synthetic333,mevans30@schoolname.example,Section A,,,0,41.34,37.34,46.81,41.76,52.92,0,58.32,,,,
Synthetic Student 334,SYN-EXP-000334,SYN-SIS-000334,synthetic334,nflores30@schoolname.example,Section B,,,38.73,0,52.79,56.28,52.57,60.34,51.51,64.6,,,,
Synthetic Student 335,SYN-EXP-000335,SYN-SIS-000335,synthetic335,pgarcia30@schoolname.example,Section C,,,23.39,26.15,25.02,28.47,27.59,33.89,27.47,35.03,,,,
Synthetic Student 336,SYN-EXP-000336,SYN-SIS-000336,synthetic336,qhayes30@schoolname.example,Section D,,,53.32,63.3,59.82,68.89,65.78,66.2,62.86,71.67,,,,
Synthetic Student 337,SYN-EXP-000337,SYN-SIS-000337,synthetic337,ribrahim30@schoolname.example,Section A,,,30.24,43.18,39.27,0,38.18,0,40.92,0,,,,
Synthetic Student 338,SYN-EXP-000338,SYN-SIS-000338,synthetic338,sjohnson30@schoolname.example,Section B,,,61.4,54.22,55.16,53.38,0,60.52,57.39,63.45,,,,
Synthetic Student 339,SYN-EXP-000339,SYN-SIS-000339,synthetic339,tkim30@schoolname.example,Section C,,,17.97,23.2,19.54,26.61,28.55,39.57,36.41,40.01,,,,
Synthetic Student 340,SYN-EXP-000340,SYN-SIS-000340,synthetic340,vlewis30@schoolname.example,Section D,,,69.62,70.2,65.86,65.82,70.84,67.84,71.3,76.54,,,,
Synthetic Student 341,SYN-EXP-000341,SYN-SIS-000341,synthetic341,anelson30@schoolname.example,Section A,,,38.28,43.59,43.12,48.19,42.19,50.03,46.16,50.05,,,,
Synthetic Student 342,SYN-EXP-000342,SYN-SIS-000342,synthetic342,bortiz30@schoolname.example,Section B,,,50.97,58.51,58.08,63.46,56.44,63.43,0,73.09,,,,
Synthetic Student 343,SYN-EXP-000343,SYN-SIS-000343,synthetic343,cprice30@schoolname.example,Section C,,,0,63.66,58.26,61.31,64.63,0,59.6,74.53,,,,
Synthetic Student 344,SYN-EXP-000344,SYN-SIS-000344,synthetic344,dstone30@schoolname.example,Section D,,,14.41,25.96,24.97,27.92,24.7,29.21,34.77,39.73,,,,
Synthetic Student 345,SYN-EXP-000345,SYN-SIS-000345,synthetic345,emiller30@schoolname.example,Section A,,,12.63,22.75,25.26,23.53,28.78,34.69,28.79,33.59,,,,
Synthetic Student 346,SYN-EXP-000346,SYN-SIS-000346,synthetic346,frivera30@schoolname.example,Section B,,,6.28,22.21,19.57,29.14,20.91,19.47,19.91,26.54,,,,
Synthetic Student 347,SYN-EXP-000347,SYN-SIS-000347,synthetic347,gnguyen31@schoolname.example,Section C,,,,,21.45,33.38,27.14,0,28.16,30.24,30.66,40.26,,
Synthetic Student 348,SYN-EXP-000348,SYN-SIS-000348,synthetic348,hpatel31@schoolname.example,Section D,,,,,33.5,42.08,39.45,45.05,39.88,54.06,51.49,59.5,,
Synthetic Student 349,SYN-EXP-000349,SYN-SIS-000349,synthetic349,ibrooks31@schoolname.example,Section A,,,,,46.88,0,53.41,56.63,61.01,60.77,56.39,57.29,,
Synthetic Student 350,SYN-EXP-000350,SYN-SIS-000350,synthetic350,jchen31@schoolname.example,Section B,,,,,60.1,61.7,66.48,70.92,72.37,72.8,72.6,71.15,,
Synthetic Student 351,SYN-EXP-000351,SYN-SIS-000351,synthetic351,kdavis31@schoolname.example,Section C,,,,,28.22,43.77,43.95,50.56,47.03,58.92,51.56,57.38,,
Synthetic Student 352,SYN-EXP-000352,SYN-SIS-000352,synthetic352,levans31@schoolname.example,Section D,,,,,64.31,0,63.14,70.69,64.63,68.68,67.75,66.67,,
Synthetic Student 353,SYN-EXP-000353,SYN-SIS-000353,synthetic353,mflores31@schoolname.example,Section A,,,,,20.44,25.16,25.09,33.43,31.74,40.2,33.56,37,,
Synthetic Student 354,SYN-EXP-000354,SYN-SIS-000354,synthetic354,ngarcia31@schoolname.example,Section B,,,,,38.35,43.81,44.03,41.1,45.99,41.25,41.5,48.26,,
Synthetic Student 355,SYN-EXP-000355,SYN-SIS-000355,synthetic355,phayes31@schoolname.example,Section C,,,,,60.51,61.91,54.45,67.59,63.25,62.93,65.43,70.55,,
Synthetic Student 356,SYN-EXP-000356,SYN-SIS-000356,synthetic356,qibrahim31@schoolname.example,Section D,,,,,71.4,0,77.76,0,84.15,84.83,87.45,94.07,,
Synthetic Student 357,SYN-EXP-000357,SYN-SIS-000357,synthetic357,rjohnson31@schoolname.example,Section A,,,,,13.93,23.19,16.83,27.66,23.22,35.07,28.09,26.9,,
Synthetic Student 358,SYN-EXP-000358,SYN-SIS-000358,synthetic358,skim31@schoolname.example,Section B,,,,,41.96,47.1,40.95,52.24,48.45,53.85,49.97,52.22,,
Synthetic Student 359,SYN-EXP-000359,SYN-SIS-000359,synthetic359,tlewis31@schoolname.example,Section C,,,,,65,66.77,61.37,70.17,76.19,73.48,74.02,76.63,,
Synthetic Student 360,SYN-EXP-000360,SYN-SIS-000360,synthetic360,vmartinez31@schoolname.example,Section D,,,,,0,52.52,53.42,52.89,44.32,0,46.8,0,,
Synthetic Student 361,SYN-EXP-000361,SYN-SIS-000361,synthetic361,aortiz31@schoolname.example,Section A,,,,,0,40.98,36.92,0,0,47.17,44.16,53.33,,
Synthetic Student 362,SYN-EXP-000362,SYN-SIS-000362,synthetic362,bprice31@schoolname.example,Section B,,,,,83.13,88.05,89.32,92.02,91.22,94.66,95.84,99.79,,
Synthetic Student 363,SYN-EXP-000363,SYN-SIS-000363,synthetic363,cstone31@schoolname.example,Section C,,,,,10.38,23.97,14.88,22.97,17.13,24.8,20.33,28.07,,
Synthetic Student 364,SYN-EXP-000364,SYN-SIS-000364,synthetic364,dmiller31@schoolname.example,Section D,,,,,22.37,26.26,18.89,26.62,16.28,27.09,23.72,24.58,,
Synthetic Student 365,SYN-EXP-000365,SYN-SIS-000365,synthetic365,erivera31@schoolname.example,Section A,,,,,55.3,53.02,0,53.92,56.63,64.12,58.3,63.18,,
Synthetic Student 366,SYN-EXP-000366,SYN-SIS-000366,synthetic366,fnguyen31@schoolname.example,Section B,,,,,22.22,31.57,27.9,33.1,34.53,38.84,25.61,38.73,,
Synthetic Student 367,SYN-EXP-000367,SYN-SIS-000367,synthetic367,gpatel31@schoolname.example,Section C,,,,,14.82,23.78,22.75,38.27,24.15,36.66,30.31,36.74,,
Synthetic Student 368,SYN-EXP-000368,SYN-SIS-000368,synthetic368,hbrooks31@schoolname.example,Section D,,,,,32.06,43.32,28.19,45.09,39.76,51.04,53.21,48.59,,
Synthetic Student 369,SYN-EXP-000369,SYN-SIS-000369,synthetic369,ichen31@schoolname.example,Section A,,,,,44.27,48.06,48.25,51.76,53.29,52.16,51.79,56.62,,
Synthetic Student 370,SYN-EXP-000370,SYN-SIS-000370,synthetic370,jdavis31@schoolname.example,Section B,,,,,0,32.03,25.71,32.35,37.49,47.68,43.58,43.83,,
Synthetic Student 371,SYN-EXP-000371,SYN-SIS-000371,synthetic371,kevans31@schoolname.example,Section C,,,,,50.97,56.27,50.7,53.98,52.05,52.04,54.08,71.21,,
Synthetic Student 372,SYN-EXP-000372,SYN-SIS-000372,synthetic372,lflores31@schoolname.example,Section D,,,,,41.38,53.47,48.86,52.28,51.11,56.53,54.05,55.57,,
Synthetic Student 373,SYN-EXP-000373,SYN-SIS-000373,synthetic373,mgarcia31@schoolname.example,Section A,,,,,42.63,57.69,54.74,67.34,62.73,62.36,66.47,67.14,,
Synthetic Student 374,SYN-EXP-000374,SYN-SIS-000374,synthetic374,nhayes31@schoolname.example,Section B,,,,,12.62,18.5,16.7,24.58,27.47,30.04,30.23,32.94,,
Synthetic Student 375,SYN-EXP-000375,SYN-SIS-000375,synthetic375,pibrahim31@schoolname.example,Section C,,,,,0,0,0,0,83.01,0,88.32,84.03,,
Synthetic Student 376,SYN-EXP-000376,SYN-SIS-000376,synthetic376,qjohnson31@schoolname.example,Section D,,,,,56.66,51.6,56.29,55.21,60.38,66.39,69.31,77.22,,
Synthetic Student 377,SYN-EXP-000377,SYN-SIS-000377,synthetic377,rkim31@schoolname.example,Section A,,,,,11.38,21.17,14.71,19.92,18.99,30.12,20.86,35.5,,
Synthetic Student 378,SYN-EXP-000378,SYN-SIS-000378,synthetic378,slewis31@schoolname.example,Section B,,,,,62.07,78.15,69,77.33,78.36,90.86,90.51,88.66,,
Synthetic Student 379,SYN-EXP-000379,SYN-SIS-000379,synthetic379,tmartinez31@schoolname.example,Section C,,,,,39.43,52.06,47.69,53.33,48.23,57.8,53.38,61.62,,
Synthetic Student 380,SYN-EXP-000380,SYN-SIS-000380,synthetic380,vnelson31@schoolname.example,Section D,,,,,21.76,24.45,18.72,28.36,28.65,32.1,22.7,34.78,,
Synthetic Student 381,SYN-EXP-000381,SYN-SIS-000381,synthetic381,aprice31@schoolname.example,Section A,,,,,34.57,44.88,38.89,47.29,42.2,46.52,51.13,54.86,,
Synthetic Student 382,SYN-EXP-000382,SYN-SIS-000382,synthetic382,bstone31@schoolname.example,Section B,,,,,35.37,41.58,37.59,47.31,36.65,54.77,41.64,49.47,,
Synthetic Student 383,SYN-EXP-000383,SYN-SIS-000383,synthetic383,cmiller31@schoolname.example,Section C,,,,,27.57,38.49,31.08,37.11,36.13,37.88,42.69,42.56,,
Synthetic Student 384,SYN-EXP-000384,SYN-SIS-000384,synthetic384,drivera31@schoolname.example,Section D,,,,,67.64,74.23,59.41,76.68,71.69,76.18,79.74,80.01,,
Synthetic Student 385,SYN-EXP-000385,SYN-SIS-000385,synthetic385,enguyen31@schoolname.example,Section A,,,,,50.41,60.7,63.25,61.03,65.14,67.35,67.51,70.98,,
Synthetic Student 386,SYN-EXP-000386,SYN-SIS-000386,synthetic386,fpatel31@schoolname.example,Section B,,,,,30.28,39.41,32.17,39.55,32.78,46.49,33.9,46.66,,
Synthetic Student 387,SYN-EXP-000387,SYN-SIS-000387,synthetic387,gbrooks31@schoolname.example,Section C,,,,,35.64,42.27,36.94,42.92,42.86,0,49.83,47.43,,
Synthetic Student 388,SYN-EXP-000388,SYN-SIS-000388,synthetic388,hchen31@schoolname.example,Section D,,,,,24.39,44.32,34.66,44.05,42.13,51.11,51.47,61.65,,
Synthetic Student 389,SYN-EXP-000389,SYN-SIS-000389,synthetic389,idavis31@schoolname.example,Section A,,,,,32.65,45.98,39.59,48.25,45.12,48.29,44.24,51.83,,
Synthetic Student 390,SYN-EXP-000390,SYN-SIS-000390,synthetic390,jevans31@schoolname.example,Section B,,,,,82.65,87.91,82.1,92.57,89.12,94.35,98.34,95.1,,
Synthetic Student 391,SYN-EXP-000391,SYN-SIS-000391,synthetic391,kflores31@schoolname.example,Section C,,,,,39.67,51.05,0,46.66,45.77,0,55.38,58.43,,
Synthetic Student 392,SYN-EXP-000392,SYN-SIS-000392,synthetic392,lgarcia31@schoolname.example,Section D,,,,,21.48,31.11,26.37,30.79,36.55,43.25,40.08,53.63,,
Synthetic Student 393,SYN-EXP-000393,SYN-SIS-000393,synthetic393,mhayes31@schoolname.example,Section A,,,,,16.71,23.8,16.18,25.34,14.27,18.8,21.56,30.88,,
Synthetic Student 394,SYN-EXP-000394,SYN-SIS-000394,synthetic394,nibrahim31@schoolname.example,Section B,,,,,18.01,36.68,24.58,44.04,28.69,39.12,32.76,34.71,,
Synthetic Student 395,SYN-EXP-000395,SYN-SIS-000395,synthetic395,pjohnson31@schoolname.example,Section C,,,,,33.59,39.44,33.43,43.22,37.33,47.78,39.72,50.22,,
Synthetic Student 396,SYN-EXP-000396,SYN-SIS-000396,synthetic396,qkim31@schoolname.example,Section D,,,,,0,75.21,0,75.65,73.81,84.14,0,85.18,,
Synthetic Student 397,SYN-EXP-000397,SYN-SIS-000397,synthetic397,rlewis31@schoolname.example,Section A,,,,,22.81,24.53,24.33,30.37,32.46,30.66,25.41,29.4,,
Synthetic Student 398,SYN-EXP-000398,SYN-SIS-000398,synthetic398,smartinez31@schoolname.example,Section B,,,,,42.49,44.46,45.87,52.13,0,49.39,54.77,56.23,,
Synthetic Student 399,SYN-EXP-000399,SYN-SIS-000399,synthetic399,tnelson31@schoolname.example,Section C,,,,,73.12,0,78.45,84.45,79.71,78.27,0,76.24,,
Synthetic Student 400,SYN-EXP-000400,SYN-SIS-000400,synthetic400,vortiz31@schoolname.example,Section D,,,,,18.38,31.05,23.37,32.26,0,37.21,36.12,42.09,,
Synthetic Student 401,SYN-EXP-000401,SYN-SIS-000401,synthetic401,astone31@schoolname.example,Section A,,,,,44.49,51.69,46.22,43.55,47.83,55.7,58.01,59.72,,
Synthetic Student 402,SYN-EXP-000402,SYN-SIS-000402,synthetic402,bmiller31@schoolname.example,Section B,,,,,61.01,0,64.24,73.92,68.26,79.26,0,85.35,,
Synthetic Student 403,SYN-EXP-000403,SYN-SIS-000403,synthetic403,crivera31@schoolname.example,Section C,,,,,69.48,74.11,75.57,79.23,79.74,89.46,76.06,83.17,,
Synthetic Student 404,SYN-EXP-000404,SYN-SIS-000404,synthetic404,dnguyen31@schoolname.example,Section D,,,,,72.23,68.88,0,76.63,74.23,81.55,77.22,78.55,,
Synthetic Student 405,SYN-EXP-000405,SYN-SIS-000405,synthetic405,epatel31@schoolname.example,Section A,,,,,15.58,0,17.32,25.48,20.65,29.34,29.86,32.95,,
Synthetic Student 406,SYN-EXP-000406,SYN-SIS-000406,synthetic406,fbrooks31@schoolname.example,Section B,,,,,77.68,0,84.9,80.48,88.03,88.49,81.39,89.29,,
Synthetic Student 407,SYN-EXP-000407,SYN-SIS-000407,synthetic407,gchen31@schoolname.example,Section C,,,,,36.81,42.65,45.55,55.26,49.32,52.9,52.34,50.19,,
Synthetic Student 408,SYN-EXP-000408,SYN-SIS-000408,synthetic408,hdavis31@schoolname.example,Section D,,,,,38.84,40.54,43.98,47.11,43.13,49.04,48.65,57.85,,
Synthetic Student 409,SYN-EXP-000409,SYN-SIS-000409,synthetic409,ievans31@schoolname.example,Section A,,,,,50.57,56.5,48.08,0,0,61.13,56.55,55.55,,
Synthetic Student 410,SYN-EXP-000410,SYN-SIS-000410,synthetic410,jflores32@schoolname.example,Section B,,,,,,,73.32,89.45,84.1,86.32,93.01,89.88,92.57,92.78
Synthetic Student 411,SYN-EXP-000411,SYN-SIS-000411,synthetic411,kgarcia32@schoolname.example,Section C,,,,,,,0,59.26,54.77,0,64.93,0,70.99,79.85
Synthetic Student 412,SYN-EXP-000412,SYN-SIS-000412,synthetic412,lhayes32@schoolname.example,Section D,,,,,,,35.01,39.82,42.44,47.04,42.33,51.69,49.96,55.19
Synthetic Student 413,SYN-EXP-000413,SYN-SIS-000413,synthetic413,mibrahim32@schoolname.example,Section A,,,,,,,53.1,62.99,60.05,64.15,57.35,60.52,54.68,55.31
Synthetic Student 414,SYN-EXP-000414,SYN-SIS-000414,synthetic414,njohnson32@schoolname.example,Section B,,,,,,,24.33,0,32.52,29.48,26.14,43.64,39.98,43.78
Synthetic Student 415,SYN-EXP-000415,SYN-SIS-000415,synthetic415,pkim32@schoolname.example,Section C,,,,,,,27.45,35.85,32.27,47.11,37.94,0,39.99,0
Synthetic Student 416,SYN-EXP-000416,SYN-SIS-000416,synthetic416,qlewis32@schoolname.example,Section D,,,,,,,32.07,35.89,40.17,42.93,0,0,0,53.12
Synthetic Student 417,SYN-EXP-000417,SYN-SIS-000417,synthetic417,rmartinez32@schoolname.example,Section A,,,,,,,52.11,54.04,59.41,58.09,0,63.65,62.74,66.74
Synthetic Student 418,SYN-EXP-000418,SYN-SIS-000418,synthetic418,snelson32@schoolname.example,Section B,,,,,,,54.19,0,53.86,60.98,64.79,68.92,68.18,64.74
Synthetic Student 419,SYN-EXP-000419,SYN-SIS-000419,synthetic419,tortiz32@schoolname.example,Section C,,,,,,,44.71,48.89,45.01,0,0,53.48,56.67,61.64
Synthetic Student 420,SYN-EXP-000420,SYN-SIS-000420,synthetic420,vprice32@schoolname.example,Section D,,,,,,,31.04,36.29,31.29,46.11,44.76,45.44,49.14,51.69
Synthetic Student 421,SYN-EXP-000421,SYN-SIS-000421,synthetic421,amiller32@schoolname.example,Section A,,,,,,,34.05,42.98,40.3,46.75,44.54,48.6,0,54.3
Synthetic Student 422,SYN-EXP-000422,SYN-SIS-000422,synthetic422,brivera32@schoolname.example,Section B,,,,,,,56.36,0,71.78,74.37,69.67,77.05,81.53,75.06
Synthetic Student 423,SYN-EXP-000423,SYN-SIS-000423,synthetic423,cnguyen32@schoolname.example,Section C,,,,,,,80.57,84.35,84.78,90.09,85.09,91.2,89.72,94.01
Synthetic Student 424,SYN-EXP-000424,SYN-SIS-000424,synthetic424,dpatel32@schoolname.example,Section D,,,,,,,62.44,71.44,63.73,72.05,76.71,0,79.26,78.73
Synthetic Student 425,SYN-EXP-000425,SYN-SIS-000425,synthetic425,ebrooks32@schoolname.example,Section A,,,,,,,0,35.94,36.6,46.87,42.79,44.82,48.74,55.9
Synthetic Student 426,SYN-EXP-000426,SYN-SIS-000426,synthetic426,fchen32@schoolname.example,Section B,,,,,,,24.36,32.74,21.96,33.33,34.23,31.82,34.63,35.35
Synthetic Student 427,SYN-EXP-000427,SYN-SIS-000427,synthetic427,gdavis32@schoolname.example,Section C,,,,,,,66.77,72.62,71,73.94,73.27,76.47,77.03,79.12
Synthetic Student 428,SYN-EXP-000428,SYN-SIS-000428,synthetic428,hevans32@schoolname.example,Section D,,,,,,,47.47,55.59,0,62.54,56.91,57.2,50.66,0
Synthetic Student 429,SYN-EXP-000429,SYN-SIS-000429,synthetic429,iflores32@schoolname.example,Section A,,,,,,,13.08,27.43,17.05,27.82,21.72,32.03,28.72,35.25
Synthetic Student 430,SYN-EXP-000430,SYN-SIS-000430,synthetic430,jgarcia32@schoolname.example,Section B,,,,,,,62.96,68.87,72.23,72.09,75.45,75.09,74.05,78.98
Synthetic Student 431,SYN-EXP-000431,SYN-SIS-000431,synthetic431,khayes32@schoolname.example,Section C,,,,,,,37.1,42.63,46.83,49.06,45.82,54.57,52.94,49.55
Synthetic Student 432,SYN-EXP-000432,SYN-SIS-000432,synthetic432,librahim32@schoolname.example,Section D,,,,,,,52.99,57.53,51.69,54.07,55.18,0,0,50.76
Synthetic Student 433,SYN-EXP-000433,SYN-SIS-000433,synthetic433,mjohnson32@schoolname.example,Section A,,,,,,,59.64,0,60.75,67.57,71.96,0,74.5,76.65
Synthetic Student 434,SYN-EXP-000434,SYN-SIS-000434,synthetic434,nkim32@schoolname.example,Section B,,,,,,,32.75,39.36,38.54,41.21,40.39,37.76,33.25,34.52
Synthetic Student 435,SYN-EXP-000435,SYN-SIS-000435,synthetic435,plewis32@schoolname.example,Section C,,,,,,,43.25,55.1,54.11,54.32,55.71,62.86,0,66.66
Synthetic Student 436,SYN-EXP-000436,SYN-SIS-000436,synthetic436,qmartinez32@schoolname.example,Section D,,,,,,,16.8,27.83,28.95,27.91,22.02,39.03,30.13,40.65
Synthetic Student 437,SYN-EXP-000437,SYN-SIS-000437,synthetic437,rnelson32@schoolname.example,Section A,,,,,,,28.65,39.29,35.56,40.13,39.2,48.78,41.71,51.88
Synthetic Student 438,SYN-EXP-000438,SYN-SIS-000438,synthetic438,sortiz32@schoolname.example,Section B,,,,,,,31.57,36.73,39.73,48.31,48.59,53.13,0,57.15
Synthetic Student 439,SYN-EXP-000439,SYN-SIS-000439,synthetic439,tprice32@schoolname.example,Section C,,,,,,,38.32,42.35,43.48,44.59,41.77,0,45.62,43.61
Synthetic Student 440,SYN-EXP-000440,SYN-SIS-000440,synthetic440,vstone32@schoolname.example,Section D,,,,,,,76.2,79.47,0,83.5,81.53,89.34,86.3,0
Synthetic Student 441,SYN-EXP-000441,SYN-SIS-000441,synthetic441,arivera32@schoolname.example,Section A,,,,,,,0,35.08,31.05,30.69,32.26,38,30.26,45.76
Synthetic Student 442,SYN-EXP-000442,SYN-SIS-000442,synthetic442,bnguyen32@schoolname.example,Section B,,,,,,,12.84,14.44,8.39,19.7,10.87,22.69,24.76,33.17
Synthetic Student 443,SYN-EXP-000443,SYN-SIS-000443,synthetic443,cpatel32@schoolname.example,Section C,,,,,,,43.49,49.94,0,60.55,51.6,55.7,64.32,61.5
Synthetic Student 444,SYN-EXP-000444,SYN-SIS-000444,synthetic444,dbrooks32@schoolname.example,Section D,,,,,,,69.08,73.76,72.51,70.99,74.5,70.53,71.72,79.36
Synthetic Student 445,SYN-EXP-000445,SYN-SIS-000445,synthetic445,echen32@schoolname.example,Section A,,,,,,,37.84,42.39,44.24,48.18,44.07,56.7,50.79,53.89
Synthetic Student 446,SYN-EXP-000446,SYN-SIS-000446,synthetic446,fdavis32@schoolname.example,Section B,,,,,,,27.9,35.11,28.3,34.49,36.09,46.54,36.61,44.45
Synthetic Student 447,SYN-EXP-000447,SYN-SIS-000447,synthetic447,gevans32@schoolname.example,Section C,,,,,,,17.02,0,23.78,34.43,31.06,42.73,38.26,41.11
Synthetic Student 448,SYN-EXP-000448,SYN-SIS-000448,synthetic448,hflores32@schoolname.example,Section D,,,,,,,0,58.25,49.49,54.74,54.43,55.96,53.01,58.52
Synthetic Student 449,SYN-EXP-000449,SYN-SIS-000449,synthetic449,igarcia32@schoolname.example,Section A,,,,,,,46.72,0,43.93,52.1,47.33,49.79,52.5,57.62
Synthetic Student 450,SYN-EXP-000450,SYN-SIS-000450,synthetic450,jhayes32@schoolname.example,Section B,,,,,,,43.31,54.58,45.63,55.94,54.02,62.06,60.44,60.17
Synthetic Student 451,SYN-EXP-000451,SYN-SIS-000451,synthetic451,kibrahim32@schoolname.example,Section C,,,,,,,48.55,54.52,56.42,54.15,55.59,51.95,53.2,62.6
Synthetic Student 452,SYN-EXP-000452,SYN-SIS-000452,synthetic452,ljohnson32@schoolname.example,Section D,,,,,,,44.68,46.79,51.65,54.12,45.69,55.08,53.37,54.44
Synthetic Student 453,SYN-EXP-000453,SYN-SIS-000453,synthetic453,mkim32@schoolname.example,Section A,,,,,,,26.62,25.96,22.12,38.88,32.35,44.59,44.74,45.85
Synthetic Student 454,SYN-EXP-000454,SYN-SIS-000454,synthetic454,nlewis32@schoolname.example,Section B,,,,,,,39.13,44.51,45.46,56.3,50.85,49.52,54.7,51.41
Synthetic Student 455,SYN-EXP-000455,SYN-SIS-000455,synthetic455,pmartinez32@schoolname.example,Section C,,,,,,,56.56,59.27,58.09,57.67,54.72,61.13,61.91,62.83
Synthetic Student 456,SYN-EXP-000456,SYN-SIS-000456,synthetic456,qnelson32@schoolname.example,Section D,,,,,,,43.68,49.32,46.29,61.16,55.99,59.51,59.56,63.94
Synthetic Student 457,SYN-EXP-000457,SYN-SIS-000457,synthetic457,rortiz32@schoolname.example,Section A,,,,,,,47.13,54.28,50.63,55.1,45.31,58.74,47.64,53.26
Synthetic Student 458,SYN-EXP-000458,SYN-SIS-000458,synthetic458,sprice32@schoolname.example,Section B,,,,,,,22.97,27.07,26.15,31.1,33.5,49.79,44.87,50.48
Synthetic Student 459,SYN-EXP-000459,SYN-SIS-000459,synthetic459,tstone32@schoolname.example,Section C,,,,,,,35.83,34.71,0,42.34,38.95,42.64,43.53,44.93
Synthetic Student 460,SYN-EXP-000460,SYN-SIS-000460,synthetic460,vmiller32@schoolname.example,Section D,,,,,,,26.83,35.51,35.37,39.66,34.52,53.5,44.69,55.47
Synthetic Student 461,SYN-EXP-000461,SYN-SIS-000461,synthetic461,anguyen32@schoolname.example,Section A,,,,,,,41.08,56.78,52.21,55.31,47.58,58.94,0,65.58
Synthetic Student 462,SYN-EXP-000462,SYN-SIS-000462,synthetic462,bpatel32@schoolname.example,Section B,,,,,,,53.49,59.75,61.2,66.77,72.22,75,70.07,72.62
Synthetic Student 463,SYN-EXP-000463,SYN-SIS-000463,synthetic463,cbrooks32@schoolname.example,Section C,,,,,,,47.29,52.98,46.76,59.01,53.4,60.32,51.94,54.96
Synthetic Student 464,SYN-EXP-000464,SYN-SIS-000464,synthetic464,dchen32@schoolname.example,Section D,,,,,,,41.06,54.16,42.67,59.21,53.73,52.38,43.53,0
Synthetic Student 465,SYN-EXP-000465,SYN-SIS-000465,synthetic465,edavis32@schoolname.example,Section A,,,,,,,19.17,24.01,30.59,29.07,28.27,38.24,32.4,45.82
Synthetic Student 466,SYN-EXP-000466,SYN-SIS-000466,synthetic466,fevans32@schoolname.example,Section B,,,,,,,82.25,75.34,71.51,80.56,0,0,75.53,80.25
Synthetic Student 467,SYN-EXP-000467,SYN-SIS-000467,synthetic467,gflores32@schoolname.example,Section C,,,,,,,16.64,20.09,22.99,33.39,26.13,22.01,26.81,30.12
Synthetic Student 468,SYN-EXP-000468,SYN-SIS-000468,synthetic468,hgarcia32@schoolname.example,Section D,,,,,,,36.28,48.78,47.49,46.7,0,43.94,51.32,44.44
Synthetic Student 469,SYN-EXP-000469,SYN-SIS-000469,synthetic469,ihayes32@schoolname.example,Section A,,,,,,,50.05,58.38,54.87,61.71,62.93,66.98,65.35,59.1
Synthetic Student 470,SYN-EXP-000470,SYN-SIS-000470,synthetic470,jibrahim32@schoolname.example,Section B,,,,,,,67.46,71.44,74,0,69.1,71.48,71.48,80.36
Synthetic Student 471,SYN-EXP-000471,SYN-SIS-000471,synthetic471,kjohnson32@schoolname.example,Section C,,,,,,,29.28,39.32,32.54,38.73,38.58,0,44.95,43.69
Synthetic Student 472,SYN-EXP-000472,SYN-SIS-000472,synthetic472,lkim32@schoolname.example,Section D,,,,,,,56.65,63.87,62.8,72.12,67.87,74.59,79.15,80.54
Synthetic Student 473,SYN-EXP-000473,SYN-SIS-000473,synthetic473,mlewis32@schoolname.example,Section A,,,,,,,45.43,57.61,56.38,55,58.13,0,55.86,67.92
Synthetic Student 474,SYN-EXP-000474,SYN-SIS-000474,synthetic474,nmartinez32@schoolname.example,Section B,,,,,,,30.08,29.78,29.13,39.32,41.64,46.54,40.26,49.52
Synthetic Student 475,SYN-EXP-000475,SYN-SIS-000475,synthetic475,pnelson32@schoolname.example,Section C,,,,,,,61.35,69.39,59.1,68.01,67.02,72.01,75.62,75.16
